,ID,Name,Gioi_tinh,Bang_cap,Nghe_nghiep,Nam_kinh_nghiem,Luong
2812,2812,Harry,Nam,Tien_si,Massage,13,5
2813,2813,Ngoc,Nu,Cao_hoc,Giao_Vien,28,25
2814,2814,Lan,Nu,Cao_hoc,Giam_doc,3,5
2815,2815,Harry,Nam,Dai_hoc,Maketting,23,47
2816,2816,Long,Nu,Pho_thong,Thu_ky,31,9
2817,2817,Harry,Nam,Dai_hoc,Truong_phong,23,19
2818,2818,Lan,Nu,Dai_hoc,Truong_phong,2,7.1
2819,2819,Ron,,Pho_thong,Giao_Vien,34,7
2820,2820,Lan,Nu,Pho_thong,Thu_ky,6,15.5
2821,2821,Hermione,,Tien_si,Giam_doc,34,9
2822,2822,Long,Nu,Dai_hoc,Maketting,10,8.5
2823,2823,Lan,,Cao_hoc,Giang_vien,30,10.5
2824,2824,Ron,Nam,Tien_si,Giam_doc,6,5
2825,2825,Lan,,Dai_hoc,Giang_vien,4,12
2826,2826,Hermione,Nu,Tien_si,Giang_vien,24,14
2827,2827,Lan,Nam,Tien_si,Giao_Vien,17,7
2828,2828,Hermione,,Tien_si,Giam_doc,19,12
2829,2829,Long,Nam,Cao_hoc,Maketting,35,5
2830,2830,Luna,Nu,Tien_si,Maketting,31,7.1
2831,2831,Ngoc,Nam,Dai_hoc,Thu_ky,2,14.1
2832,2832,Luna,Nu,Tien_si,Thu_ky,30,9
2833,2833,Luna,Nam,Pho_thong,Truong_phong,17,19
2834,2834,Luna,Nam,Tien_si,Giang_vien,22,12
2835,2835,Nam,Nu,Tien_si,Giang_vien,10,12
2836,2836,Ngoc,Nam,Cao_hoc,Giam_doc,17,5
2837,2837,Ngoc,,Tien_si,Thu_ky,8,12
2838,2838,Hermione,Nu,Tien_si,Giam_doc,18,14.1
2839,2839,Long,Nu,Cao_hoc,Giao_Vien,4,14.1
2840,2840,Hermione,,Pho_thong,Maketting,20,14
2841,2841,Ron,Nu,Tien_si,Thu_ky,3,6.3
2842,2842,Long,Nu,Dai_hoc,Giang_vien,20,12
2843,2843,Long,Nam,Tien_si,Lap_trinh_vien,35,5
2844,2844,Nam,,Cao_hoc,Maketting,12,5
2845,2845,Hermione,Nam,Dai_hoc,Maketting,9,11.1
2846,2846,Ngoc,Nu,Dai_hoc,Giang_vien,5,7
2847,2847,Nam,Nu,Pho_thong,Truong_phong,13,16
2848,2848,Lan,Nam,Dai_hoc,Lap_trinh_vien,13,12
2849,2849,Luna,,Cao_hoc,Giam_doc,6,16
2850,2850,Ron,Nam,Pho_thong,Giao_Vien,8,13.4
2851,2851,Harry,Nu,Tien_si,Thu_ky,18,8.5
2852,2852,Long,Nu,Tien_si,Giang_vien,25,5
2853,2853,Lan,,Dai_hoc,Ke_toan,23,16
2854,2854,Lan,Nam,Pho_thong,Maketting,29,10.5
2855,2855,Lan,Nu,Tien_si,Truong_phong,8,9.1
2856,2856,Lan,,Dai_hoc,Giam_doc,12,12
2857,2857,Ron,,Cao_hoc,Giam_doc,13,11.1
2858,2858,Ngoc,Nu,Pho_thong,Giao_Vien,7,5
2859,2859,Harry,Nam,Cao_hoc,Giang_vien,2,20.12
2860,2860,Lan,,Cao_hoc,Giao_Vien,34,12.5
2861,2861,Luna,Nu,Tien_si,Giang_vien,4,7
2862,2862,Nam,Nam,Pho_thong,Ke_toan,21,7
2863,2863,Ngoc,,Tien_si,Thu_ky,32,27.5
2864,2864,Long,Nam,Dai_hoc,Maketting,32,15.5
2865,2865,Ngoc,,Pho_thong,Maketting,22,15
2866,2866,Harry,Nu,Tien_si,Giang_vien,27,16
2867,2867,Ron,,Cao_hoc,Giao_Vien,23,12.5
2868,2868,Ngoc,,Dai_hoc,Lap_trinh_vien,29,10.5
2869,2869,Ron,,Pho_thong,Giang_vien,15,12
2870,2870,Ngoc,Nam,Pho_thong,Giang_vien,10,9
2871,2871,Hermione,Nam,Cao_hoc,Giao_Vien,2,12
2872,2872,Ngoc,,Pho_thong,Massage,32,7
2873,2873,Lan,Nu,Pho_thong,Giang_vien,9,25
2874,2874,Ron,Nu,Tien_si,Thu_ky,14,5
2875,2875,Harry,,Tien_si,Maketting,3,5
2876,2876,Nam,,Pho_thong,Massage,6,9.1
2877,2877,Long,Nam,Cao_hoc,Truong_phong,1,10.5
2878,2878,Lan,Nu,Tien_si,Lap_trinh_vien,3,5
2879,2879,Harry,,Pho_thong,Giang_vien,19,9
2880,2880,Nam,,Cao_hoc,Thu_ky,33,12.5
2881,2881,Ngoc,Nu,Tien_si,Truong_phong,27,19
2882,2882,Harry,Nam,Dai_hoc,Maketting,18,19
2883,2883,Luna,,Pho_thong,Ke_toan,27,14.1
2884,2884,Hermione,Nu,Cao_hoc,Truong_phong,31,16
2885,2885,Ron,Nam,Dai_hoc,Thu_ky,5,12
2886,2886,Hermione,,Tien_si,Thu_ky,4,30.2
2887,2887,Ron,Nu,Dai_hoc,Lap_trinh_vien,6,15.5
2888,2888,Ngoc,Nam,Tien_si,Massage,24,9
2889,2889,Ron,,Pho_thong,Massage,23,19
2890,2890,Lan,,Pho_thong,Lap_trinh_vien,2,8.4
2891,2891,Nam,Nam,Pho_thong,Lap_trinh_vien,9,12
2892,2892,Nam,,Tien_si,Truong_phong,25,15.5
2893,2893,Hermione,Nam,Tien_si,Maketting,21,14
2894,2894,Ron,,Dai_hoc,Giao_Vien,2,14.1
2895,2895,Lan,,Cao_hoc,Giao_Vien,26,7
2896,2896,Long,Nam,Cao_hoc,Maketting,14,5
2897,2897,Nam,Nu,Tien_si,Massage,8,30.2
2898,2898,Lan,,Tien_si,Massage,32,5
2899,2899,Ron,Nam,Pho_thong,Truong_phong,22,11.1
2900,2900,Ngoc,Nu,Cao_hoc,Thu_ky,29,16
2901,2901,Long,,Cao_hoc,Lap_trinh_vien,15,25
2902,2902,Luna,Nu,Pho_thong,Giao_Vien,4,19
2903,2903,Nam,Nu,Pho_thong,Giang_vien,12,12
2904,2904,Ngoc,Nam,Pho_thong,Giam_doc,12,14
2905,2905,Luna,Nu,Pho_thong,Giam_doc,33,25
2906,2906,Long,Nam,Dai_hoc,Truong_phong,31,47
2907,2907,Luna,Nu,Cao_hoc,Maketting,36,14
2908,2908,Lan,Nam,Cao_hoc,Truong_phong,26,12
2909,2909,Long,Nu,Tien_si,Truong_phong,25,9
2910,2910,Nam,Nam,Dai_hoc,Giam_doc,6,7
2911,2911,Nam,Nam,Dai_hoc,Giang_vien,3,19
2912,2912,Nam,Nu,Dai_hoc,Massage,23,12
2913,2913,Lan,Nu,Tien_si,Ke_toan,9,9
2914,2914,Ngoc,Nu,Dai_hoc,Truong_phong,6,19
2915,2915,Lan,Nam,Pho_thong,Ke_toan,26,14
2916,2916,Nam,Nam,Dai_hoc,Giao_Vien,18,5
2917,2917,Harry,,Dai_hoc,Truong_phong,20,9.1
2918,2918,Hermione,Nu,Pho_thong,Giam_doc,3,14
2919,2919,Harry,Nam,Dai_hoc,Lap_trinh_vien,6,6.2
2920,2920,Ngoc,Nu,Dai_hoc,Ke_toan,14,15
2921,2921,Luna,Nam,Cao_hoc,Giang_vien,7,5
2922,2922,Lan,Nam,Tien_si,Massage,19,12
2923,2923,Harry,Nam,Tien_si,Lap_trinh_vien,27,20
2924,2924,Harry,Nu,Pho_thong,Massage,26,47
2925,2925,Lan,Nam,Cao_hoc,Giao_Vien,5,65
2926,2926,Ngoc,Nu,Dai_hoc,Massage,25,8.5
2927,2927,Nam,Nam,Cao_hoc,Giang_vien,17,14.1
2928,2928,Ron,,Cao_hoc,Ke_toan,4,10.5
2929,2929,Hermione,,Cao_hoc,Giang_vien,9,12.5
2930,2930,Long,Nu,Dai_hoc,Giao_Vien,34,14
2931,2931,Hermione,Nu,Dai_hoc,Giang_vien,20,5
2932,2932,Ron,Nam,Cao_hoc,Giam_doc,27,12.5
2933,2933,Hermione,Nu,Dai_hoc,Massage,18,12
2934,2934,Ngoc,Nam,Cao_hoc,Giang_vien,30,11.1
2935,2935,Ngoc,,Pho_thong,Giao_Vien,9,18
2936,2936,Long,Nam,Pho_thong,Thu_ky,29,11.1
2937,2937,Long,Nam,Cao_hoc,Massage,8,14.1
2938,2938,Luna,Nam,Tien_si,Giang_vien,16,7.1
2939,2939,Nam,,Pho_thong,Maketting,23,16
2940,2940,Luna,,Tien_si,Massage,29,5
2941,2941,Ron,Nu,Pho_thong,Maketting,13,7.1
2942,2942,Luna,,Cao_hoc,Truong_phong,25,5
2943,2943,Hermione,Nu,Tien_si,Massage,2,5
2944,2944,Nam,,Cao_hoc,Massage,25,16
2945,2945,Ngoc,Nu,Pho_thong,Truong_phong,16,14.1
2946,2946,Long,Nam,Pho_thong,Ke_toan,14,15.5
2947,2947,Lan,Nam,Dai_hoc,Giang_vien,34,10.5
2948,2948,Long,,Cao_hoc,Giam_doc,20,9.1
2949,2949,Long,,Tien_si,Thu_ky,32,7
2950,2950,Ngoc,Nam,Pho_thong,Giam_doc,23,22
2951,2951,Luna,,Dai_hoc,Truong_phong,24,5.46
2952,2952,Hermione,Nu,Cao_hoc,Thu_ky,4,18
2953,2953,Luna,,Dai_hoc,Massage,11,14
2954,2954,Harry,Nam,Cao_hoc,Ke_toan,9,12
2955,2955,Long,Nam,Cao_hoc,Maketting,13,19
2956,2956,Ngoc,Nu,Tien_si,Lap_trinh_vien,8,7
2957,2957,Nam,Nam,Pho_thong,Ke_toan,30,16
2958,2958,Ngoc,Nam,Dai_hoc,Giao_Vien,28,9
2959,2959,Long,Nu,Cao_hoc,Maketting,14,13.4
2960,2960,Nam,Nam,Dai_hoc,Thu_ky,15,9.1
2961,2961,Long,,Pho_thong,Giao_Vien,32,9
2962,2962,Nam,Nu,Cao_hoc,Massage,24,7.1
2963,2963,Ngoc,,Dai_hoc,Thu_ky,2,12
2964,2964,Ngoc,Nam,Cao_hoc,Lap_trinh_vien,15,14.1
2965,2965,Hermione,,Tien_si,Maketting,28,9.1
2966,2966,Luna,,Dai_hoc,Ke_toan,26,9.1
2967,2967,Nam,Nu,Dai_hoc,Truong_phong,4,5
2968,2968,Harry,Nam,Tien_si,Maketting,31,15.5
2969,2969,Long,,Dai_hoc,Giao_Vien,19,7.1
2970,2970,Nam,,Pho_thong,Ke_toan,5,7
2971,2971,Ngoc,,Pho_thong,Giang_vien,5,11.1
2972,2972,Ron,Nu,Tien_si,Thu_ky,10,9
2973,2973,Ron,Nu,Cao_hoc,Truong_phong,13,14
2974,2974,Ngoc,,Tien_si,Maketting,19,9.2
2975,2975,Hermione,Nu,Tien_si,Massage,10,9.1
2976,2976,Nam,,Pho_thong,Massage,4,5
2977,2977,Ngoc,Nam,Tien_si,Giao_Vien,36,19
2978,2978,Long,,Cao_hoc,Lap_trinh_vien,13,16
2979,2979,Long,Nam,Dai_hoc,Truong_phong,16,5
2980,2980,Luna,Nam,Tien_si,Truong_phong,17,7.46
2981,2981,Ngoc,Nam,Tien_si,Maketting,15,16
2982,2982,Lan,,Dai_hoc,Giam_doc,7,7
2983,2983,Hermione,Nam,Pho_thong,Giang_vien,12,5
2984,2984,Lan,Nu,Dai_hoc,Lap_trinh_vien,23,19
2985,2985,Harry,Nam,Cao_hoc,Giao_Vien,3,14.1
2986,2986,Luna,,Cao_hoc,Thu_ky,9,11.3
2987,2987,Ron,,Cao_hoc,Maketting,29,8.4
2988,2988,Lan,,Pho_thong,Ke_toan,4,5
2989,2989,Ngoc,Nu,Pho_thong,Maketting,6,16
2990,2990,Luna,,Pho_thong,Massage,36,14.1
2991,2991,Lan,,Pho_thong,Truong_phong,30,7
2992,2992,Ron,,Dai_hoc,Giao_Vien,19,12
2993,2993,Hermione,Nam,Cao_hoc,Thu_ky,9,7
2994,2994,Long,Nam,Dai_hoc,Massage,6,7.1
2995,2995,Ron,Nu,Tien_si,Massage,13,7
2996,2996,Nam,Nam,Pho_thong,Giao_Vien,2,10.5
2997,2997,Hermione,,Tien_si,Giang_vien,26,12
2998,2998,Nam,Nam,Tien_si,Ke_toan,17,9.1
2999,2999,Nam,Nu,Pho_thong,Giang_vien,28,12
3000,3000,Hermione,Nam,Cao_hoc,Ke_toan,32,18
3001,3001,Luna,Nu,Cao_hoc,Thu_ky,7,19
3002,3002,Lan,Nam,Dai_hoc,Massage,31,7
3003,3003,Luna,,Tien_si,Massage,1,14.1
3004,3004,Ngoc,Nu,Pho_thong,Thu_ky,3,12
3005,3005,Ron,Nu,Pho_thong,Maketting,10,15
3006,3006,Luna,Nu,Cao_hoc,Thu_ky,5,9
3007,3007,Long,,Tien_si,Maketting,29,8.5
3008,3008,Ngoc,,Dai_hoc,Lap_trinh_vien,19,14
3009,3009,Ngoc,Nam,Cao_hoc,Maketting,17,9
3010,3010,Harry,Nu,Pho_thong,Giam_doc,1,16
3011,3011,Ron,Nam,Tien_si,Giang_vien,34,2.2
3012,3012,Harry,,Pho_thong,Giam_doc,9,12
3013,3013,Ngoc,Nam,Cao_hoc,Ke_toan,20,14
3014,3014,Lan,Nu,Tien_si,Maketting,17,14
3015,3015,Hermione,Nu,Dai_hoc,Maketting,15,7
3016,3016,Harry,,Cao_hoc,Massage,36,9
3017,3017,Ron,Nam,Dai_hoc,Maketting,32,11.1
3018,3018,Harry,Nam,Cao_hoc,Ke_toan,8,9
3019,3019,Long,Nam,Pho_thong,Giao_Vien,31,18
3020,3020,Luna,,Tien_si,Ke_toan,32,14.1
3021,3021,Luna,,Tien_si,Giam_doc,20,5
3022,3022,Ngoc,Nam,Pho_thong,Truong_phong,35,5
3023,3023,Ron,,Cao_hoc,Thu_ky,27,14.1
3024,3024,Lan,,Dai_hoc,Lap_trinh_vien,35,35
3025,3025,Luna,,Cao_hoc,Maketting,29,9.1
3026,3026,Luna,Nu,Cao_hoc,Giam_doc,26,19
3027,3027,Lan,,Dai_hoc,Ke_toan,6,7
3028,3028,Nam,Nam,Dai_hoc,Truong_phong,28,14.1
3029,3029,Long,,Dai_hoc,Giang_vien,24,15
3030,3030,Ngoc,Nu,Pho_thong,Giao_Vien,17,14
3031,3031,Nam,Nam,Pho_thong,Thu_ky,18,47
3032,3032,Long,,Cao_hoc,Ke_toan,27,12
3033,3033,Ron,,Cao_hoc,Lap_trinh_vien,4,12
3034,3034,Hermione,Nam,Pho_thong,Truong_phong,32,12
3035,3035,Lan,,Tien_si,Maketting,12,14
3036,3036,Nam,,Tien_si,Giam_doc,23,9
3037,3037,Luna,,Cao_hoc,Ke_toan,31,19
3038,3038,Ron,Nam,Cao_hoc,Giao_Vien,35,9
3039,3039,Lan,,Cao_hoc,Truong_phong,26,14.1
3040,3040,Ngoc,,Pho_thong,Massage,27,7.1
3041,3041,Long,Nu,Tien_si,Maketting,5,14
3042,3042,Nam,,Cao_hoc,Giao_Vien,23,16
3043,3043,Luna,Nu,Pho_thong,Giang_vien,10,19
3044,3044,Ron,Nu,Dai_hoc,Truong_phong,10,9
3045,3045,Long,,Tien_si,Giang_vien,31,9.1
3046,3046,Ron,Nam,Tien_si,Ke_toan,11,12
3047,3047,Luna,Nu,Pho_thong,Thu_ky,18,7
3048,3048,Ngoc,Nu,Dai_hoc,Giao_Vien,34,12
3049,3049,Harry,Nu,Cao_hoc,Truong_phong,32,4.2
3050,3050,Ron,,Tien_si,Maketting,20,19
3051,3051,Lan,Nam,Pho_thong,Massage,32,35
3052,3052,Lan,,Pho_thong,Giam_doc,10,16
3053,3053,Ngoc,Nam,Pho_thong,Truong_phong,6,19
3054,3054,Long,Nam,Tien_si,Giam_doc,36,5
3055,3055,Harry,,Dai_hoc,Thu_ky,30,5
3056,3056,Ron,Nam,Tien_si,Truong_phong,33,25
3057,3057,Nam,,Tien_si,Truong_phong,13,9.1
3058,3058,Nam,,Cao_hoc,Thu_ky,10,5
3059,3059,Ron,Nam,Cao_hoc,Massage,20,10.5
3060,3060,Hermione,Nu,Cao_hoc,Ke_toan,22,15
3061,3061,Nam,Nu,Dai_hoc,Giam_doc,8,9
3062,3062,Long,Nam,Cao_hoc,Thu_ky,33,15.5
3063,3063,Ron,Nam,Cao_hoc,Maketting,26,14
3064,3064,Harry,,Tien_si,Giang_vien,32,16
3065,3065,Long,Nam,Cao_hoc,Giang_vien,24,19
3066,3066,Hermione,Nu,Cao_hoc,Ke_toan,17,16
3067,3067,Ngoc,Nu,Tien_si,Giang_vien,18,12
3068,3068,Nam,Nu,Pho_thong,Ke_toan,20,7
3069,3069,Ngoc,Nam,Pho_thong,Giao_Vien,4,5
3070,3070,Long,Nam,Cao_hoc,Massage,34,16
3071,3071,Ngoc,Nu,Dai_hoc,Truong_phong,2,9
3072,3072,Ngoc,,Dai_hoc,Truong_phong,17,12
3073,3073,Long,Nam,Dai_hoc,Lap_trinh_vien,32,30.2
3074,3074,Nam,Nam,Tien_si,Giao_Vien,35,11.1
3075,3075,Ngoc,Nam,Pho_thong,Lap_trinh_vien,34,7
3076,3076,Hermione,Nu,Tien_si,Lap_trinh_vien,24,7
3077,3077,Nam,Nu,Tien_si,Lap_trinh_vien,31,19
3078,3078,Harry,Nu,Dai_hoc,Ke_toan,28,9.1
3079,3079,Lan,,Tien_si,Maketting,18,5
3080,3080,Long,Nu,Dai_hoc,Thu_ky,30,14
3081,3081,Ron,,Cao_hoc,Maketting,9,30.2
3082,3082,Ngoc,,Tien_si,Truong_phong,16,35
3083,3083,Luna,Nu,Dai_hoc,Giam_doc,36,9
3084,3084,Lan,Nu,Tien_si,Ke_toan,10,11.1
3085,3085,Hermione,Nu,Pho_thong,Truong_phong,32,19
3086,3086,Ron,Nam,Cao_hoc,Lap_trinh_vien,24,7
3087,3087,Harry,,Cao_hoc,Maketting,8,11.1
3088,3088,Luna,Nam,Tien_si,Giam_doc,5,12
3089,3089,Lan,Nu,Tien_si,Ke_toan,1,12
3090,3090,Harry,,Cao_hoc,Massage,4,9
3091,3091,Nam,Nu,Pho_thong,Ke_toan,25,15
3092,3092,Hermione,Nam,Tien_si,Maketting,2,8.5
3093,3093,Hermione,Nam,Cao_hoc,Giao_Vien,29,12
3094,3094,Ron,,Tien_si,Truong_phong,3,14.1
3095,3095,Ngoc,,Dai_hoc,Giao_Vien,8,47
3096,3096,Nam,,Cao_hoc,Giang_vien,7,12
3097,3097,Harry,Nam,Pho_thong,Giao_Vien,25,12
3098,3098,Lan,Nu,Pho_thong,Ke_toan,24,5
3099,3099,Long,,Dai_hoc,Ke_toan,4,9.1
3100,3100,Hermione,Nu,Cao_hoc,Maketting,15,16
3101,3101,Ngoc,,Dai_hoc,Massage,11,25
3102,3102,Luna,Nam,Tien_si,Massage,5,14
3103,3103,Luna,Nam,Tien_si,Lap_trinh_vien,30,12
3104,3104,Ngoc,,Dai_hoc,Thu_ky,29,12
3105,3105,Ron,Nam,Cao_hoc,Giang_vien,33,2.2
3106,3106,Hermione,Nam,Dai_hoc,Lap_trinh_vien,8,11.1
3107,3107,Ngoc,,Cao_hoc,Giao_Vien,11,19
3108,3108,Luna,Nu,Pho_thong,Giao_Vien,31,7
3109,3109,Ngoc,Nu,Tien_si,Giao_Vien,28,9
3110,3110,Hermione,Nam,Dai_hoc,Giao_Vien,14,12.5
3111,3111,Ron,Nu,Cao_hoc,Maketting,3,18
3112,3112,Lan,,Tien_si,Thu_ky,25,12
3113,3113,Nam,Nu,Pho_thong,Truong_phong,28,5
3114,3114,Hermione,,Tien_si,Maketting,1,10.5
3115,3115,Long,Nu,Dai_hoc,Giam_doc,36,15.5
3116,3116,Luna,Nam,Cao_hoc,Giang_vien,28,5
3117,3117,Hermione,Nu,Tien_si,Giam_doc,9,19
3118,3118,Harry,Nam,Tien_si,Massage,14,7
3119,3119,Long,Nu,Cao_hoc,Thu_ky,18,6.2
3120,3120,Long,Nu,Tien_si,Truong_phong,35,9
3121,3121,Ron,,Tien_si,Giang_vien,25,9
3122,3122,Hermione,Nam,Pho_thong,Ke_toan,14,7.1
3123,3123,Luna,Nu,Dai_hoc,Giang_vien,19,12
3124,3124,Harry,,Tien_si,Giam_doc,29,16
3125,3125,Ron,,Dai_hoc,Giam_doc,26,7
3126,3126,Ngoc,,Dai_hoc,Truong_phong,12,19
3127,3127,Ron,Nam,Pho_thong,Truong_phong,10,7.1
3128,3128,Nam,Nam,Cao_hoc,Lap_trinh_vien,26,15
3129,3129,Nam,Nam,Dai_hoc,Giao_Vien,7,8.5
3130,3130,Long,Nu,Dai_hoc,Ke_toan,33,12
3131,3131,Lan,Nu,Cao_hoc,Massage,8,3.46
3132,3132,Nam,,Pho_thong,Truong_phong,16,12
3133,3133,Hermione,,Tien_si,Giang_vien,23,5
3134,3134,Long,Nam,Tien_si,Thu_ky,21,5
3135,3135,Hermione,,Tien_si,Ke_toan,28,47
3136,3136,Long,,Dai_hoc,Thu_ky,32,14.1
3137,3137,Lan,,Cao_hoc,Thu_ky,4,12
3138,3138,Hermione,Nam,Pho_thong,Giao_Vien,14,12
3139,3139,Ron,Nam,Dai_hoc,Giam_doc,6,10.5
3140,3140,Hermione,,Tien_si,Lap_trinh_vien,6,9
3141,3141,Luna,,Dai_hoc,Truong_phong,25,12.5
3142,3142,Ngoc,Nam,Cao_hoc,Truong_phong,29,9.2
3143,3143,Luna,Nam,Tien_si,Truong_phong,27,47
3144,3144,Nam,Nam,Pho_thong,Maketting,19,14
3145,3145,Harry,,Cao_hoc,Lap_trinh_vien,3,8.5
3146,3146,Lan,Nu,Cao_hoc,Maketting,9,12.5
3147,3147,Nam,Nu,Cao_hoc,Massage,10,19
3148,3148,Hermione,Nam,Tien_si,Truong_phong,34,5
3149,3149,Harry,Nu,Pho_thong,Giang_vien,22,16
3150,3150,Lan,Nam,Dai_hoc,Lap_trinh_vien,10,9
3151,3151,Ngoc,Nam,Tien_si,Massage,19,25
3152,3152,Luna,Nam,Tien_si,Giang_vien,36,12
3153,3153,Harry,Nu,Tien_si,Truong_phong,16,7
3154,3154,Luna,,Pho_thong,Massage,29,5.46
3155,3155,Harry,Nam,Dai_hoc,Ke_toan,20,12
3156,3156,Ngoc,Nam,Pho_thong,Maketting,20,14
3157,3157,Long,,Dai_hoc,Lap_trinh_vien,4,14.1
3158,3158,Luna,Nam,Tien_si,Ke_toan,34,16
3159,3159,Harry,,Tien_si,Maketting,5,15.5
3160,3160,Long,,Pho_thong,Giao_Vien,26,20
3161,3161,Lan,,Cao_hoc,Giao_Vien,22,12
3162,3162,Long,,Dai_hoc,Maketting,36,8.4
3163,3163,Hermione,Nam,Dai_hoc,Lap_trinh_vien,17,16
3164,3164,Hermione,Nam,Tien_si,Maketting,15,15
3165,3165,Long,Nu,Tien_si,Ke_toan,10,9
3166,3166,Lan,Nam,Cao_hoc,Ke_toan,15,7
3167,3167,Long,Nu,Pho_thong,Giam_doc,2,8.5
3168,3168,Nam,Nu,Dai_hoc,Giang_vien,33,19
3169,3169,Harry,,Pho_thong,Giang_vien,26,9
3170,3170,Nam,,Cao_hoc,Truong_phong,9,7.1
3171,3171,Luna,,Dai_hoc,Ke_toan,12,7
3172,3172,Ngoc,,Tien_si,Giang_vien,20,15
3173,3173,Hermione,Nu,Tien_si,Massage,7,7
3174,3174,Harry,Nam,Cao_hoc,Ke_toan,3,4.2
3175,3175,Lan,,Cao_hoc,Maketting,23,35
3176,3176,Hermione,Nam,Pho_thong,Maketting,22,19
3177,3177,Lan,,Tien_si,Thu_ky,2,9
3178,3178,Luna,Nam,Cao_hoc,Lap_trinh_vien,17,35
3179,3179,Luna,Nam,Tien_si,Truong_phong,16,9
3180,3180,Hermione,Nu,Cao_hoc,Ke_toan,12,5
3181,3181,Ngoc,Nam,Cao_hoc,Giam_doc,29,5
3182,3182,Nam,Nam,Tien_si,Massage,2,16
3183,3183,Hermione,Nu,Cao_hoc,Lap_trinh_vien,11,15.5
3184,3184,Long,Nu,Pho_thong,Truong_phong,34,7
3185,3185,Hermione,,Tien_si,Ke_toan,21,19
3186,3186,Hermione,Nu,Dai_hoc,Giang_vien,9,12
3187,3187,Nam,Nam,Tien_si,Maketting,5,5
3188,3188,Hermione,Nu,Pho_thong,Massage,2,12.5
3189,3189,Luna,Nam,Tien_si,Giao_Vien,30,12.5
3190,3190,Harry,Nam,Cao_hoc,Massage,19,14.1
3191,3191,Harry,Nam,Dai_hoc,Truong_phong,16,9
3192,3192,Luna,Nam,Pho_thong,Giao_Vien,6,65
3193,3193,Nam,Nu,Tien_si,Massage,30,14.1
3194,3194,Lan,Nu,Cao_hoc,Giam_doc,4,9.1
3195,3195,Hermione,Nam,Dai_hoc,Thu_ky,9,7.1
3196,3196,Lan,Nu,Cao_hoc,Giam_doc,26,7
3197,3197,Ron,,Cao_hoc,Maketting,2,14
3198,3198,Ron,,Cao_hoc,Ke_toan,4,14
3199,3199,Ron,Nam,Tien_si,Giao_Vien,20,5
3200,3200,Hermione,Nu,Tien_si,Truong_phong,15,11.1
3201,3201,Nam,,Dai_hoc,Ke_toan,20,14.1
3202,3202,Lan,Nu,Dai_hoc,Giao_Vien,32,14
3203,3203,Long,Nu,Dai_hoc,Thu_ky,5,19
3204,3204,Hermione,,Dai_hoc,Thu_ky,3,16
3205,3205,Luna,Nu,Tien_si,Maketting,9,9
3206,3206,Luna,Nu,Dai_hoc,Giao_Vien,35,9
3207,3207,Lan,Nu,Tien_si,Giang_vien,27,7
3208,3208,Long,,Cao_hoc,Giao_Vien,34,16
3209,3209,Lan,,Cao_hoc,Ke_toan,20,47
3210,3210,Lan,,Dai_hoc,Truong_phong,27,7.1
3211,3211,Luna,Nam,Tien_si,Lap_trinh_vien,14,8.4
3212,3212,Lan,,Dai_hoc,Giam_doc,8,9
3213,3213,Long,Nu,Cao_hoc,Ke_toan,33,16
3214,3214,Ron,,Pho_thong,Giang_vien,27,16
3215,3215,Ngoc,,Tien_si,Thu_ky,22,8.5
3216,3216,Long,Nam,Pho_thong,Thu_ky,16,14
3217,3217,Harry,Nu,Cao_hoc,Giang_vien,22,9.1
3218,3218,Harry,,Pho_thong,Massage,35,12
3219,3219,Nam,,Cao_hoc,Massage,20,16
3220,3220,Ngoc,Nam,Dai_hoc,Truong_phong,20,14.1
3221,3221,Ron,Nam,Dai_hoc,Truong_phong,24,7
3222,3222,Nam,Nam,Pho_thong,Truong_phong,6,18
3223,3223,Hermione,Nam,Tien_si,Thu_ky,8,14
3224,3224,Ron,,Dai_hoc,Giam_doc,16,19
3225,3225,Ron,,Cao_hoc,Truong_phong,7,9
3226,3226,Harry,Nu,Cao_hoc,Maketting,29,9
3227,3227,Ron,Nu,Tien_si,Ke_toan,17,16
3228,3228,Harry,Nam,Dai_hoc,Massage,19,15
3229,3229,Ngoc,,Tien_si,Giam_doc,34,9
3230,3230,Luna,Nam,Cao_hoc,Giang_vien,3,30.2
3231,3231,Hermione,,Pho_thong,Giang_vien,13,12
3232,3232,Hermione,Nam,Pho_thong,Maketting,35,11.1
3233,3233,Ngoc,Nu,Dai_hoc,Giam_doc,26,2.2
3234,3234,Lan,,Dai_hoc,Truong_phong,30,12
3235,3235,Long,Nu,Cao_hoc,Truong_phong,12,12
3236,3236,Hermione,Nu,Cao_hoc,Giam_doc,35,44
3237,3237,Long,Nam,Pho_thong,Lap_trinh_vien,13,12
3238,3238,Ron,Nu,Tien_si,Massage,22,7.46
3239,3239,Luna,Nu,Dai_hoc,Giam_doc,8,7.1
3240,3240,Lan,Nu,Tien_si,Ke_toan,21,11.1
3241,3241,Hermione,Nu,Pho_thong,Giam_doc,25,7
3242,3242,Long,Nu,Cao_hoc,Giang_vien,31,27.2
3243,3243,Nam,Nu,Cao_hoc,Thu_ky,36,19
3244,3244,Hermione,Nam,Dai_hoc,Giam_doc,18,12
3245,3245,Hermione,Nam,Dai_hoc,Maketting,15,5
3246,3246,Nam,Nu,Pho_thong,Maketting,25,13.4
3247,3247,Ngoc,Nu,Tien_si,Lap_trinh_vien,4,12
