,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
1231,FSI_1231,Luna,Tinh le,Kinh,Nghe nhac,30,Nu,Khong chung chi,C,B,Dai hoc,Trung binh,HUST,Lap trinh vien,8,Android,Nhan vien,1.0,None,25,C,0,14.0,14.0
1232,FSI_1232,Hermione,Tinh le,Kinh,Nghe nhac,25,Nu,Khong chung chi,C,B,Dai hoc,Xuat sac,EPU,Ky su R&D,1,Data Science,Teamlead,1.5,None,25,B,3,25.5,9.0
1233,FSI_1233,Nam,Ha Noi,Kinh,Cau long,51,Nu,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,14,None,Truong phong,4.0,None,25,A,0,32.0,47.0
1234,FSI_1234,Nam,Tinh le,Kinh,Yoga,28,Nam,Tieng Nga,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,8,None,Nhan vien,1.0,None,25,A,9,8.0,19.0
1235,FSI_1235,Long,Tinh le,Kinh,xem phim,23,Nu,Tieng anh toiec,C,D,Cao dang,Xuat sac,USTH,Ke toan,3,None,Nhan vien,1.0,None,15,A,1,14.0,10.46
1236,FSI_1236,Harry,Tinh le,Mong,Cau ca,37,Nam,Tieng anh toiec,D,B,Thac si,Gioi,VNU,Ky su R&D,17,Tools,Nhan vien,1.0,Nhan tai dat viet,25,A,10,22.0,25.0
1237,FSI_1237,Nam,Tinh le,Kinh,Gym,23,Nu,Khong chung chi,D,A,Dai hoc,Gioi,EPU,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,B,0,9.0,9.0
1238,FSI_1238,Luna,Tinh le,Kinh,Nghe nhac,23,Nu,Khong chung chi,D,B,Dai hoc,Gioi,VNU,Lap trinh vien,3,.NET,Nhan vien,1.0,None,25,B,0,7.0,11.1
1239,FSI_1239,Long,Tinh le,Kinh,Cau long,30,Nu,Tieng anh toiec,B,D,Cao dang,Trung binh,EPU,Tu van ban hang,11,None,Nhan vien,1.0,None,15,C,5,13.0,14.0
1240,FSI_1240,Ngoc,Ha Noi,Kinh,Cau ca,19,Nam,Khong chung chi,D,C,Cao dang,Trung binh,TLU,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,1,15.0,12.0
1241,FSI_1241,Harry,Tinh le,Kinh,Cau long,54,Nam,Tieng anh toiec,D,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,2,None,Nhan vien,1.0,None,30,D,5,26.0,7.1
1242,FSI_1242,Long,Ha Noi,Kinh,Yoga,20,Nu,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,0,10.0,7.0
1243,FSI_1243,Lan,Tinh le,Kinh,Nghe nhac,58,Nu,Tieng anh toiec,D,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,26,Java,Nhan vien,1.0,None,25,C,7,6.0,14.0
1244,FSI_1244,Lan,Tinh le,Kinh,Nghe nhac,29,Nu,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,5,None,Nhan vien,1.0,None,15,A,9,5.0,15.5
1245,FSI_1245,Luna,Tinh le,Kinh,Yoga,35,Nu,Khong chung chi,C,A,Dai hoc,Trung binh,HUST,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,A,9,16.0,15.5
1246,FSI_1246,Luna,Tinh le,Kinh,Cau long,35,Nam,Tieng anh ielts,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,C,8,4.0,10.5
1247,FSI_1247,Hermione,Tinh le,Cham,Da bong,18,Nu,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,1,14.0,9.0
1248,FSI_1248,Ron,Tinh le,Kinh,Yoga,30,Nam,Tieng anh toiec,D,D,Cao dang,Xuat sac,HAUI,PM,5,None,Nhan vien,1.0,None,30,C,10,4.0,10.5
1249,FSI_1249,Harry,Tinh le,Kinh,Gym,19,Nu,Tieng anh toiec,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,ios,Teamlead,1.5,None,25,D,0,13.5,5.0
1250,FSI_1250,Nam,Tinh le,Kinh,Cau ca,22,Nu,Tieng Phap,C,D,Dai hoc,kha,USTH,Tu van ban hang,3,None,Nhan vien,1.0,None,15,A,1,7.0,14.1
1251,FSI_1251,Lan,Tinh le,Kinh,Da bong,19,Nu,Khong chung chi,A,B,Thac si,Trung binh,HAUI,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,A,0,22.0,15.0
1252,FSI_1252,Hermione,Tinh le,Ede,xem phim,29,Nu,Tieng anh toiec,A,A,Dai hoc,Trung binh,EPU,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,C,10,24.0,10.5
1253,FSI_1253,Luna,Tinh le,Kinh,Cau long,44,Nam,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,17,ios,Nhan vien,1.0,olympic tin,25,D,1,22.0,12.0
1254,FSI_1254,Lan,Tinh le,Kinh,Cau long,35,Nu,Khong chung chi,A,A,Dai hoc,Gioi,HNUE,Lap trinh vien,5,Java,Nhan vien,1.0,None,25,D,13,23.0,8.5
1255,FSI_1255,Nam,Ha Noi,Kinh,Gym,28,Nam,Tieng anh toiec,B,D,Cao dang,Xuat sac,HNUE,PM,6,None,Nhan vien,1.0,None,30,D,1,4.0,12.0
1256,FSI_1256,Ngoc,Tinh le,Khome,Cau long,56,Nam,Tieng anh toiec,C,D,Dai hoc,kha,VNU,PM,1,None,Nhan vien,1.0,None,30,A,4,9.0,12.0
1257,FSI_1257,Nam,Ha Noi,Kinh,Cau ca,22,Nam,Tieng anh toiec,D,D,Dai hoc,kha,HUST,PM,1,None,Nhan vien,1.0,None,30,D,3,10.0,5.0
1258,FSI_1258,Lan,Tinh le,Kinh,Nghe nhac,20,Nam,Khong chung chi,D,A,Dai hoc,Xuat sac,HUST,Lap trinh vien,0,C++,Nhan vien,1.0,Oympic toan,25,C,1,7.0,7.0
1259,FSI_1259,Luna,Tinh le,Kinh,Nghe nhac,34,Nam,Tieng anh toiec,B,B,Cao dang,Xuat sac,UTC,Ky su R&D,2,NLP,Nhan vien,1.0,None,25,A,1,13.0,14.1
1260,FSI_1260,Lan,Tinh le,Kinh,Nghe nhac,19,Nu,Khong chung chi,A,D,Dai hoc,kha,TLU,Tester,0,None,Nhan vien,1.0,None,15,D,1,6.0,5.0
1261,FSI_1261,Lan,Tinh le,Kinh,Da bong,20,Nu,Khong chung chi,C,B,Cao dang,Gioi,TLU,Lap trinh vien,1,Ruby,Nhan vien,1.0,Nhan tai dat viet,25,A,1,15.0,12.0
1262,FSI_1262,Luna,Ha Noi,Kinh,Nghe nhac,27,Nam,Khong chung chi,A,B,Dai hoc,Gioi,HAUI,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,A,5,22.0,12.0
1263,FSI_1263,Lan,Tinh le,Kinh,Cau long,22,Nu,Tieng anh toiec,D,D,Dai hoc,Gioi,VNU,Tester,3,None,Nhan vien,1.0,None,15,D,2,9.0,7.1
1264,FSI_1264,Hermione,Tinh le,Kinh,Da bong,20,Nu,Tieng anh toiec,C,B,Cao dang,Xuat sac,UTC,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,A,0,13.0,12.0
1265,FSI_1265,Luna,Tinh le,Kinh,xem phim,31,Nu,Khong chung chi,A,D,Dai hoc,Trung binh,TLU,Tu van ban hang,8,None,Nhan vien,1.0,None,15,B,0,11.0,16.0
1266,FSI_1266,Harry,Tinh le,Kinh,Yoga,58,Nam,Tieng anh toiec,A,D,Dai hoc,Gioi,UTC,Tu van ban hang,15,None,Nhan vien,1.0,olympic tin,15,C,13,7.0,14.0
1267,FSI_1267,Harry,Tinh le,Kinh,Cau long,27,Nu,Tieng anh toiec,D,D,Dai hoc,kha,TLU,Xu ly data,2,None,Nhan vien,1.0,None,15,A,0,7.0,10.46
1268,FSI_1268,Luna,Tinh le,Kinh,Yoga,58,Nu,Khong chung chi,B,D,Dai hoc,Xuat sac,USTH,BA,28,None,Nhan vien,1.0,Nhan tai dat viet,25,B,9,7.0,16.0
1269,FSI_1269,Ron,Tinh le,Kinh,Da bong,29,Nam,Khong chung chi,C,D,Cao dang,Trung binh,TLU,BA,2,None,Nhan vien,1.0,None,25,D,2,13.0,7.1
1270,FSI_1270,Long,Tinh le,Kinh,xem phim,33,Nam,Khong chung chi,B,D,Cao dang,kha,UTC,Tu van ban hang,14,None,Nhan vien,1.0,None,15,C,0,4.0,14.0
1271,FSI_1271,Luna,Tinh le,Kinh,Nghe nhac,20,Nam,Tieng anh toiec,D,A,Dai hoc,Xuat sac,TLU,Lap trinh vien,0,ios,Nhan vien,1.0,Oympic toan,25,B,0,11.0,9.0
1272,FSI_1272,Nam,Tinh le,Kinh,Gym,24,Nam,Khong chung chi,C,D,Cao dang,Xuat sac,HNUE,PM,4,None,Nhan vien,1.0,None,30,D,2,9.0,8.5
1273,FSI_1273,Ngoc,Ha Noi,Kinh,Da bong,35,Nu,Tieng Phap,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,9,Python,Truong phong,4.0,None,25,A,12,88.0,47.0
1274,FSI_1274,Luna,Tinh le,Kinh,Cau long,29,Nu,Tieng anh toiec,B,B,Dai hoc,kha,HUST,Ky su R&D,4,Computer vision,Teamlead,1.5,None,25,C,6,34.5,10.5
1275,FSI_1275,Lan,Tinh le,Mong,Yoga,23,Nu,Tieng anh toiec,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,Android,Nhan vien,1.0,None,25,A,2,19.0,15.5
1276,FSI_1276,Luna,Tinh le,Kinh,Cau long,35,Nam,Tieng anh toiec,A,D,Dai hoc,Xuat sac,VNU,Tu van ban hang,10,None,Nhan vien,1.0,None,15,C,5,7.0,14.0
1277,FSI_1277,Hermione,Ha Noi,Kinh,xem phim,25,Nu,Khong chung chi,B,D,Dai hoc,kha,USTH,Tester,6,None,Nhan vien,1.0,None,15,A,5,6.0,19.0
1278,FSI_1278,Harry,Tinh le,Ede,Cau ca,39,Nu,Tieng anh toiec,D,D,Cao dang,Trung binh,HUST,BA,3,None,Nhan vien,1.0,Khoa hoc sang tao,25,A,4,15.0,14.1
1279,FSI_1279,Long,Tinh le,Kinh,Cau long,34,Nu,Khong chung chi,C,D,Dai hoc,kha,HNUE,BA,11,None,Nhan vien,1.0,None,25,A,13,21.0,19.0
1280,FSI_1280,Harry,Tinh le,Kinh,Da bong,28,Nu,Tieng anh toiec,B,D,Cao dang,kha,HUST,Tu van ban hang,6,None,Nhan vien,1.0,None,15,A,4,6.0,19.0
1281,FSI_1281,Luna,Ha Noi,Kinh,Nghe nhac,25,Nu,Khong chung chi,C,B,Dai hoc,Xuat sac,TLU,Ky su R&D,3,Computer vision,Teamlead,1.5,None,25,A,6,24.0,14.1
1282,FSI_1282,Harry,Tinh le,Kinh,Cau ca,57,Nu,Khong chung chi,D,D,Cao dang,Trung binh,USTH,Tu van ban hang,15,None,Nhan vien,1.0,None,15,B,10,5.0,16.0
1283,FSI_1283,Luna,Ha Noi,Kinh,Cau ca,25,Nam,Tieng anh toiec,D,B,Dai hoc,kha,HUST,Ky su R&D,1,NLP,Nhan vien,1.0,None,25,D,4,24.0,5.0
1284,FSI_1284,Nam,Tinh le,Kinh,Gym,22,Nu,Tieng Nhat,B,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,0,None,Nhan vien,1.0,None,25,A,2,16.0,12.0
1285,FSI_1285,Long,Tinh le,Kinh,Yoga,51,Nam,Tieng anh ielts,C,D,Cao dang,Trung binh,USTH,Tu van ban hang,17,None,Nhan vien,1.0,None,15,B,3,12.0,16.0
1286,FSI_1286,Nam,Ha Noi,Kinh,xem phim,32,Nu,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,Ke toan,2,None,Nhan vien,1.0,Oympic toan,15,C,5,5.0,5.46
1287,FSI_1287,Long,Tinh le,Kinh,Cau ca,29,Nu,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,D,2,23.0,8.5
1288,FSI_1288,Ron,Tinh le,Kinh,Cau long,59,Nam,Tieng anh toiec,D,A,Cao dang,Trung binh,HNUE,Lap trinh vien,17,Java,Nhan vien,1.0,None,25,D,0,4.0,12.0
1289,FSI_1289,Nam,Tinh le,Kinh,Gym,29,Nu,Tieng anh toiec,B,D,Cao dang,Trung binh,VNU,Tester,0,None,Teamlead,1.5,None,15,D,3,9.0,5.0
1290,FSI_1290,Long,Tinh le,Kinh,Yoga,25,Nam,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Android,Teamlead,1.5,None,25,B,2,10.5,9.0
1291,FSI_1291,Lan,Tinh le,Kinh,Cau long,25,Nam,Khong chung chi,B,D,Cao dang,Trung binh,HAUI,BA,5,None,Nhan vien,1.0,None,25,A,4,15.0,15.5
1292,FSI_1292,Hermione,Tinh le,Kinh,Gym,35,Nam,Tieng anh toiec,A,B,Cao dang,Gioi,HNUE,Ky su R&D,3,NLP,Nhan vien,1.0,None,25,A,11,21.0,14.1
1293,FSI_1293,Ron,Ha Noi,Kinh,Yoga,24,Nu,Khong chung chi,B,D,Cao dang,Trung binh,HNUE,Xu ly data,3,None,Nhan vien,1.0,None,15,A,0,9.0,10.46
1294,FSI_1294,Nam,Ha Noi,Kinh,Da bong,39,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,USTH,BA,11,None,Nhan vien,1.0,None,25,D,2,17.0,12.0
1295,FSI_1295,Ron,Tinh le,Kinh,Yoga,27,Nam,Khong chung chi,B,C,Dai hoc,Xuat sac,UTC,Lap trinh vien,4,PHP,Nhan vien,1.0,None,25,C,6,23.0,10.5
1296,FSI_1296,Long,Tinh le,Kinh,Cau long,18,Nam,Tieng anh toiec,A,B,Dai hoc,Gioi,HUST,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,D,1,9.0,5.0
1297,FSI_1297,Long,Tinh le,Kinh,Yoga,27,Nam,Tieng anh toiec,B,B,Cao dang,Gioi,EPU,Lap trinh vien,5,.NET,Teamlead,1.5,None,25,A,2,33.0,15.5
1298,FSI_1298,Ron,Ha Noi,Kinh,Cau long,28,Nam,Khong chung chi,A,A,Cao dang,Xuat sac,VNU,Lap trinh vien,4,ios,Nhan vien,1.0,None,25,A,4,22.0,15.5
1299,FSI_1299,Ngoc,Tinh le,Kinh,Yoga,22,Nu,Khong chung chi,B,B,Dai hoc,Gioi,UTC,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,A,0,16.0,14.1
1300,FSI_1300,Long,Tinh le,Dao,Yoga,27,Nam,Tieng anh toiec,A,B,Dai hoc,Xuat sac,USTH,Ky su R&D,4,Computer vision,Nhan vien,1.0,None,25,B,8,10.0,12.5
1301,FSI_1301,Hermione,Tinh le,Kinh,Yoga,59,Nam,Khong chung chi,B,A,Dai hoc,Gioi,VNU,Lap trinh vien,11,Java,Nhan vien,1.0,Khoa hoc sang tao,25,A,2,16.0,19.0
1302,FSI_1302,Nam,Tinh le,Kinh,Yoga,28,Nu,Khong chung chi,A,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,1,Android,Nhan vien,1.0,None,25,C,0,24.0,7.0
1303,FSI_1303,Lan,Tinh le,Kinh,Cau long,28,Nu,Khong chung chi,A,D,Cao dang,Trung binh,VNU,BA,1,None,Nhan vien,1.0,None,25,A,7,7.0,12.0
1304,FSI_1304,Nam,Tinh le,Kinh,Gym,56,Nam,Tieng anh toiec,C,A,Cao dang,Trung binh,TLU,Lap trinh vien,2,ios,Nhan vien,1.0,None,25,C,12,11.0,9.1
1305,FSI_1305,Ron,Tinh le,Kinh,Nghe nhac,30,Nu,Khong chung chi,A,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,B,4,8.0,9.0
1306,FSI_1306,Nam,Tinh le,Kinh,Gym,39,Nu,Khong chung chi,B,D,Dai hoc,kha,VNU,BA,6,None,Nhan vien,1.0,None,25,D,9,6.0,12.0
1307,FSI_1307,Hermione,Tinh le,Kinh,xem phim,25,Nu,Khong chung chi,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,3,Java,Nhan vien,1.0,Nhan tai dat viet,25,B,6,18.0,11.1
1308,FSI_1308,Luna,Tinh le,Kinh,Da bong,43,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,10,None,Nhan vien,1.0,None,15,B,8,7.0,16.0
1309,FSI_1309,Luna,Tinh le,Kinh,Gym,25,Nam,Tieng anh toiec,A,D,Dai hoc,kha,UTC,PM,6,None,Nhan vien,1.0,Khoa hoc sang tao,30,D,3,8.0,12.0
1310,FSI_1310,Ron,Tinh le,Thai,Cau long,29,Nam,Tieng anh toiec,C,B,Tien si,Khong xep loai,EPU,Ky su R&D,2,Computer vision,Nhan vien,1.0,None,25,A,7,23.0,24.5
1311,FSI_1311,Nam,Tinh le,Kinh,Cau long,31,Nam,Tieng anh ielts,C,A,Dai hoc,kha,USTH,Lap trinh vien,1,C++,Teamlead,1.5,None,25,A,7,31.5,12.0
1312,FSI_1312,Lan,Tinh le,Kinh,Cau long,42,Nu,Khong chung chi,A,D,Cao dang,Gioi,UTC,Tu van ban hang,12,None,Nhan vien,1.0,None,15,A,1,5.0,19.0
1313,FSI_1313,Luna,Tinh le,Kinh,xem phim,28,Nu,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tester,5,None,Nhan vien,1.0,None,15,D,9,6.0,8.5
1314,FSI_1314,Luna,Tinh le,Kinh,Gym,25,Nu,Tieng anh toiec,D,D,Cao dang,Trung binh,HNUE,Ke toan,2,None,Nhan vien,1.0,None,15,A,2,6.0,10.46
1315,FSI_1315,Harry,Tinh le,Kinh,Nghe nhac,27,Nam,Tieng anh toiec,B,A,Thac si,Trung binh,UTC,Lap trinh vien,8,C++,Nhan vien,1.0,None,25,B,7,24.0,22.0
1316,FSI_1316,Ron,Tinh le,Kinh,xem phim,50,Nu,Khong chung chi,C,B,Dai hoc,Gioi,HNUE,Lap trinh vien,17,.NET,Nhan vien,1.0,None,25,D,2,9.0,12.0
1317,FSI_1317,Luna,Tinh le,Kinh,Gym,37,Nu,Khong chung chi,C,D,Dai hoc,Xuat sac,EPU,Tester,18,None,Nhan vien,1.0,Nhan tai dat viet,15,B,1,9.0,16.0
1318,FSI_1318,Nam,Tinh le,Kinh,Gym,25,Nu,Khong chung chi,C,B,Dai hoc,Trung binh,HNUE,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,3,11.0,7.0
1319,FSI_1319,Hermione,Ha Noi,Kinh,Yoga,29,Nam,Khong chung chi,D,D,Dai hoc,kha,UTC,Tu van ban hang,9,None,Technical leader,1.0,None,15,A,4,11.0,30.200000000000003
1320,FSI_1320,Lan,Tinh le,Kinh,Nghe nhac,18,Nu,Khong chung chi,D,D,Dai hoc,Xuat sac,HUST,BA,0,None,Teamlead,1.5,None,25,C,1,31.5,7.0
1321,FSI_1321,Lan,Ha Noi,Kinh,Cau ca,28,Nu,Khong chung chi,D,B,Dai hoc,Trung binh,UTC,Ky su R&D,8,NLP,Teamlead,1.5,None,25,D,0,6.0,12.0
1322,FSI_1322,Luna,Tinh le,Kinh,Yoga,18,Nam,Khong chung chi,B,D,Dai hoc,Gioi,HUST,Tu van ban hang,0,None,Nhan vien,1.0,olympic tin,15,C,1,10.0,7.0
1323,FSI_1323,Lan,Ha Noi,Kinh,Cau ca,26,Nam,Khong chung chi,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,7,Java,Nhan vien,1.0,None,25,D,5,5.0,12.0
1324,FSI_1324,Ngoc,Tinh le,Mong,Gym,26,Nu,Tieng anh toiec,D,B,Dai hoc,Gioi,HNUE,Ky su R&D,3,NLP,Teamlead,1.5,None,25,A,5,24.0,14.1
1325,FSI_1325,Harry,Tinh le,Kinh,Cau ca,39,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,14,NLP,Nhan vien,1.0,None,25,B,6,13.0,16.0
1326,FSI_1326,Luna,Tinh le,Kinh,Yoga,52,Nam,Khong chung chi,B,B,Dai hoc,kha,HNUE,Ky su R&D,9,NLP,Nhan vien,1.0,Khoa hoc sang tao,25,C,13,7.0,14.0
1327,FSI_1327,Ron,Tinh le,Ede,Da bong,38,Nam,Khong chung chi,A,B,Cao dang,Trung binh,UTC,Lap trinh vien,5,Ruby,Nhan vien,1.0,None,25,B,1,21.0,12.5
1328,FSI_1328,Hermione,Ha Noi,Kinh,Cau ca,23,Nu,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,1,None,Nhan vien,1.0,None,25,A,0,4.0,12.0
1329,FSI_1329,Ron,Tinh le,Mong,Da bong,29,Nu,Tieng Trung,D,D,Cao dang,kha,USTH,BA,9,None,Truong phong,4.0,None,25,A,7,16.0,47.0
1330,FSI_1330,Luna,Ha Noi,Kinh,Da bong,24,Nu,Tieng Nga,B,C,Thac si,Trung binh,VNU,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,3,17.0,15.0
1331,FSI_1331,Ron,Ha Noi,Kinh,Cau long,52,Nu,Khong chung chi,C,B,Cao dang,Trung binh,TLU,Ky su R&D,21,Computer vision,Nhan vien,1.0,None,25,B,7,22.0,16.0
1332,FSI_1332,Lan,Tinh le,Thai,Cau ca,18,Nu,Khong chung chi,D,D,Dai hoc,Trung binh,HNUE,Tu van ban hang,0,None,Nhan vien,1.0,olympic tin,15,D,1,12.0,5.0
1333,FSI_1333,Hermione,Tinh le,Kinh,Nghe nhac,51,Nam,Khong chung chi,A,B,Dai hoc,Trung binh,EPU,Ky su R&D,4,NLP,Nhan vien,1.0,None,25,C,12,12.0,10.5
1334,FSI_1334,Ron,Tinh le,Kinh,Da bong,28,Nu,Khong chung chi,A,B,Cao dang,Trung binh,VNU,Lap trinh vien,3,.NET,Teamlead,1.5,None,25,D,2,34.5,7.1
1335,FSI_1335,Ron,Tinh le,Kinh,Yoga,24,Nu,Tieng anh toiec,D,D,Cao dang,Gioi,HAUI,Tester,3,None,Teamlead,1.5,None,15,A,1,21.0,14.1
1336,FSI_1336,Long,Tinh le,Kinh,Da bong,26,Nu,Tieng anh toiec,C,B,Cao dang,Xuat sac,TLU,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,A,4,6.0,14.1
1337,FSI_1337,Long,Tinh le,Kinh,Cau long,23,Nam,Tieng anh toiec,D,B,Dai hoc,Gioi,VNU,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,D,1,6.0,5.0
1338,FSI_1338,Hermione,Ha Noi,Kinh,Gym,35,Nu,Tieng anh toiec,D,A,Dai hoc,Xuat sac,TLU,Lap trinh vien,14,Java,Technical leader,1.0,None,25,A,11,5.0,30.200000000000003
1339,FSI_1339,Long,Ha Noi,Kinh,Yoga,28,Nu,Khong chung chi,A,B,Dai hoc,Gioi,HAUI,Lap trinh vien,9,Android,Nhan vien,1.0,None,25,B,8,22.0,16.0
1340,FSI_1340,Ron,Tinh le,Nung,Da bong,34,Nu,Tieng anh toiec,A,D,Dai hoc,Gioi,HUST,BA,14,None,Nhan vien,1.0,None,25,B,9,5.0,16.0
1341,FSI_1341,Lan,Ha Noi,Kinh,Nghe nhac,24,Nu,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,A,2,19.0,12.0
1342,FSI_1342,Hermione,Tinh le,Kinh,Da bong,26,Nam,Tieng anh toiec,B,D,Dai hoc,Xuat sac,VNU,BA,3,None,Teamlead,1.5,None,25,C,4,27.0,9.1
1343,FSI_1343,Lan,Tinh le,Kinh,Da bong,47,Nu,Khong chung chi,C,B,Thac si,kha,HAUI,Lap trinh vien,23,Android,Nhan vien,1.0,None,25,A,7,22.0,25.0
1344,FSI_1344,Lan,Ha Noi,Kinh,xem phim,20,Nam,Tieng Trung,A,D,Cao dang,Gioi,VNU,BA,1,None,Nhan vien,1.0,None,25,A,1,10.0,12.0
1345,FSI_1345,Ron,Tinh le,Kinh,Cau ca,27,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,.NET,Teamlead,1.5,None,25,A,8,33.0,14.1
1346,FSI_1346,Ron,Tinh le,Kinh,Cau ca,31,Nam,Khong chung chi,B,A,Dai hoc,Gioi,VNU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,A,9,8.0,12.0
1347,FSI_1347,Hermione,Tinh le,Kinh,Yoga,33,Nam,Khong chung chi,A,A,Dai hoc,Xuat sac,VNU,Lap trinh vien,14,Java,Nhan vien,1.0,None,25,C,4,9.0,14.0
1348,FSI_1348,Lan,Tinh le,Kinh,Nghe nhac,31,Nam,Khong chung chi,C,D,Cao dang,Gioi,USTH,PM,6,None,Nhan vien,1.0,None,30,C,6,13.0,14.0
1349,FSI_1349,Lan,Tinh le,Kinh,Cau ca,21,Nu,Tieng Nga,D,D,Cao dang,kha,TLU,BA,2,None,Nhan vien,1.0,None,25,B,2,10.0,11.1
1350,FSI_1350,Lan,Tinh le,Kinh,Nghe nhac,29,Nu,Tieng anh toiec,C,A,Dai hoc,Gioi,USTH,Lap trinh vien,7,ios,Nhan vien,1.0,None,25,D,10,6.0,12.0
1351,FSI_1351,Nam,Tinh le,Kinh,Da bong,28,Nam,Khong chung chi,A,D,Dai hoc,Gioi,HNUE,PM,4,None,Nhan vien,1.0,None,30,D,3,4.0,8.5
1352,FSI_1352,Nam,Ha Noi,Kinh,Nghe nhac,30,Nam,Tieng Phap,B,D,Dai hoc,Xuat sac,TLU,PM,4,None,Nhan vien,1.0,Nhan tai dat viet,30,A,5,6.0,15.5
1353,FSI_1353,Harry,Tinh le,Kinh,Cau ca,20,Nu,Khong chung chi,A,D,Dai hoc,Xuat sac,HNUE,Tu van ban hang,1,None,Nhan vien,1.0,None,15,C,1,13.0,7.0
1354,FSI_1354,Long,Tinh le,Kinh,Nghe nhac,32,Nam,Khong chung chi,D,D,Cao dang,Xuat sac,HUST,Tu van ban hang,11,None,Nhan vien,1.0,None,15,A,13,4.0,19.0
1355,FSI_1355,Harry,Tinh le,Kinh,Da bong,37,Nam,Khong chung chi,C,B,Dai hoc,kha,HUST,Lap trinh vien,14,Python,Nhan vien,1.0,None,25,A,2,14.0,19.0
1356,FSI_1356,Nam,Tinh le,Kinh,xem phim,51,Nam,Tieng anh toiec,B,D,Dai hoc,Trung binh,TLU,Tu van ban hang,21,None,Truong phong,4.0,None,15,A,9,36.0,47.0
1357,FSI_1357,Hermione,Ha Noi,Kinh,Cau long,27,Nu,Khong chung chi,C,D,Cao dang,Trung binh,UTC,BA,4,None,Nhan vien,1.0,None,25,B,1,20.0,12.5
1358,FSI_1358,Luna,Ha Noi,Kinh,Yoga,55,Nu,Khong chung chi,D,D,Cao dang,Trung binh,UTC,Tu van ban hang,9,None,Nhan vien,1.0,None,15,B,5,10.0,16.0
