,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
544,FSI_544,Harry,Tinh le,Kinh,xem phim,20,Nam,Tieng anh toiec,D,A,Cao dang,Trung binh,TLU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,B,0,12.0,9.0
545,FSI_545,Nam,Ha Noi,Ede,Gym,33,Nam,Tieng Nhat,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,ios,Nhan vien,1.0,None,25,C,6,13.0,10.5
546,FSI_546,Ron,Tinh le,Kinh,xem phim,47,Nam,Tieng Phap,C,B,Cao dang,Gioi,USTH,Lap trinh vien,25,Android,Nhan vien,1.0,None,25,A,6,7.0,19.0
547,FSI_547,Lan,Tinh le,Kinh,xem phim,26,Nu,Tieng anh toiec,A,D,Dai hoc,Xuat sac,USTH,BA,0,None,Nhan vien,1.0,None,25,C,5,9.0,7.0
548,FSI_548,Harry,Tinh le,Kinh,Gym,18,Nam,Tieng anh toiec,D,A,Cao dang,kha,USTH,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,A,0,23.0,12.0
549,FSI_549,Luna,Tinh le,Kinh,Nghe nhac,39,Nam,Tieng anh toiec,A,D,Cao dang,Xuat sac,UTC,PM,4,None,Nhan vien,1.0,None,30,C,10,8.0,10.5
550,FSI_550,Long,Tinh le,Kinh,xem phim,26,Nu,Tieng anh toiec,A,D,Thac si,Xuat sac,EPU,Tu van ban hang,3,None,Teamlead,1.5,None,15,A,4,22.5,18.0
551,FSI_551,Long,Tinh le,Nung,Nghe nhac,39,Nam,Tieng anh toiec,D,D,Cao dang,Gioi,EPU,PM,17,None,Nhan vien,1.0,None,30,A,8,10.0,19.0
552,FSI_552,Long,Tinh le,Kinh,xem phim,29,Nam,Khong chung chi,A,A,Thac si,Trung binh,TLU,Lap trinh vien,2,C++,Nhan vien,1.0,None,25,A,7,16.0,18.0
553,FSI_553,Nam,Tinh le,Kinh,Gym,19,Nu,Tieng anh toiec,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,C,0,7.0,7.0
554,FSI_554,Ron,Tinh le,Kinh,Nghe nhac,28,Nam,Tieng anh toiec,A,B,Dai hoc,Gioi,EPU,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,A,5,10.0,12.0
555,FSI_555,Ngoc,Tinh le,Hoa,Gym,27,Nu,Khong chung chi,C,B,Cao dang,kha,VNU,Lap trinh vien,8,Python,Nhan vien,1.0,None,25,C,2,9.0,14.0
556,FSI_556,Luna,Tinh le,Kinh,xem phim,19,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,HAUI,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,D,1,20.0,5.0
557,FSI_557,Ron,Tinh le,Kinh,Yoga,47,Nu,Khong chung chi,A,D,Dai hoc,Xuat sac,HNUE,Ke toan,28,None,Nhan vien,1.0,None,15,A,7,10.0,13.4
558,FSI_558,Long,Tinh le,Kinh,Cau long,32,Nu,Khong chung chi,B,D,Cao dang,Xuat sac,USTH,Tu van ban hang,5,None,Nhan vien,1.0,None,15,A,3,14.0,15.5
559,FSI_559,Ngoc,Tinh le,Kinh,xem phim,35,Nu,Tieng anh toiec,C,D,Cao dang,kha,HAUI,BA,0,None,Nhan vien,1.0,None,25,A,12,23.0,12.0
560,FSI_560,Ngoc,Ha Noi,Kinh,xem phim,35,Nu,Khong chung chi,C,B,Dai hoc,Gioi,HAUI,Lap trinh vien,11,.NET,Nhan vien,1.0,None,25,C,0,18.0,14.0
561,FSI_561,Harry,Tinh le,Kinh,xem phim,20,Nu,Khong chung chi,A,C,Dai hoc,Gioi,UTC,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,1,18.0,12.0
562,FSI_562,Nam,Tinh le,Kinh,Cau long,37,Nam,Tieng anh ielts,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,10,None,Nhan vien,1.0,None,30,A,0,23.0,19.0
563,FSI_563,Long,Tinh le,Kinh,Cau ca,26,Nam,Khong chung chi,D,B,Cao dang,Xuat sac,VNU,Ky su R&D,2,Tools,Nhan vien,1.0,None,25,C,1,4.0,9.1
564,FSI_564,Harry,Tinh le,Kinh,Gym,31,Nu,Tieng anh toiec,C,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,12,.NET,Nhan vien,1.0,None,25,C,9,4.0,14.0
565,FSI_565,Long,Tinh le,Kinh,Cau long,22,Nu,Tieng anh toiec,A,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,1,None,Nhan vien,1.0,None,25,C,0,19.0,7.0
566,FSI_566,Lan,Tinh le,Kinh,Nghe nhac,23,Nam,Khong chung chi,D,A,Cao dang,Xuat sac,HUST,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,0,6.0,9.0
567,FSI_567,Hermione,Tinh le,Kinh,Gym,25,Nu,Tieng anh toiec,A,D,Dai hoc,Trung binh,VNU,BA,0,None,Nhan vien,1.0,None,25,B,4,23.0,9.0
568,FSI_568,Long,Tinh le,Kinh,Cau long,27,Nam,Khong chung chi,B,A,Cao dang,Gioi,HNUE,Lap trinh vien,4,C++,Teamlead,1.5,None,25,D,3,13.5,8.5
569,FSI_569,Luna,Tinh le,Kinh,Cau ca,26,Nu,Tieng Phap,D,B,Cao dang,Gioi,HUST,Lap trinh vien,5,Ruby,Nhan vien,1.0,None,25,D,2,24.0,8.5
570,FSI_570,Nam,Tinh le,Kinh,Yoga,57,Nu,Khong chung chi,D,B,Dai hoc,Gioi,EPU,Lap trinh vien,35,Ruby,Nhan vien,1.0,None,25,B,11,15.0,16.0
571,FSI_571,Harry,Tinh le,Kinh,Cau ca,27,Nu,Tieng Phap,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,NLP,Nhan vien,1.0,Nhan tai dat viet,25,B,5,18.0,9.0
572,FSI_572,Harry,Tinh le,Kinh,Cau ca,21,Nu,Tieng anh toiec,A,B,Cao dang,Trung binh,TLU,Lap trinh vien,2,Python,Nhan vien,1.0,olympic tin,25,C,0,16.0,9.1
573,FSI_573,Nam,Ha Noi,Kinh,Yoga,19,Nam,Khong chung chi,D,B,Dai hoc,kha,HAUI,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,1,22.0,7.0
574,FSI_574,Long,Ha Noi,Kinh,Nghe nhac,26,Nu,Tieng anh toiec,C,D,Cao dang,kha,HUST,Ke toan,1,None,Nhan vien,1.0,None,15,D,1,12.0,2.2
575,FSI_575,Hermione,Tinh le,Hoa,Cau long,18,Nam,Khong chung chi,B,D,Cao dang,kha,USTH,PM,0,None,Nhan vien,1.0,None,30,B,0,21.0,9.0
576,FSI_576,Ron,Tinh le,Kinh,Da bong,52,Nam,Tieng anh toiec,D,B,Dai hoc,Xuat sac,HNUE,Ky su R&D,24,Tools,Nhan vien,1.0,None,25,A,9,18.0,19.0
577,FSI_577,Ngoc,Tinh le,Cham,xem phim,23,Nam,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,0,None,Nhan vien,1.0,None,30,D,1,5.0,5.0
578,FSI_578,Ron,Tinh le,Kinh,Gym,36,Nu,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,7,Ruby,Teamlead,1.5,None,25,C,1,6.0,14.0
579,FSI_579,Lan,Tinh le,Kinh,Yoga,28,Nam,Khong chung chi,A,B,Dai hoc,Xuat sac,UTC,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,C,3,5.0,10.5
580,FSI_580,Nam,Tinh le,Kinh,Nghe nhac,26,Nu,Khong chung chi,C,D,Dai hoc,kha,VNU,Tu van ban hang,7,None,Nhan vien,1.0,None,15,B,1,11.0,16.0
581,FSI_581,Ngoc,Tinh le,Nung,Cau long,27,Nu,Khong chung chi,A,B,Cao dang,Trung binh,EPU,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,C,7,7.0,10.5
582,FSI_582,Luna,Tinh le,Kinh,Da bong,27,Nu,Khong chung chi,B,A,Dai hoc,Gioi,HAUI,Lap trinh vien,0,Java,Nhan vien,1.0,olympic tin,25,D,4,13.0,5.0
583,FSI_583,Hermione,Ha Noi,Kinh,xem phim,28,Nam,Tieng anh toiec,B,C,Dai hoc,Xuat sac,TLU,Lap trinh vien,2,PHP,Teamlead,1.5,None,25,D,1,9.0,7.1
584,FSI_584,Luna,Ha Noi,Kinh,xem phim,20,Nu,Khong chung chi,A,D,Dai hoc,Xuat sac,HNUE,Tester,0,None,Teamlead,1.5,None,15,D,1,18.0,5.0
585,FSI_585,Hermione,Tinh le,Kinh,Nghe nhac,20,Nu,Tieng Nga,B,D,Cao dang,Gioi,EPU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,C,0,9.0,7.0
586,FSI_586,Luna,Tinh le,Dao,Yoga,26,Nu,Khong chung chi,B,D,Cao dang,kha,TLU,Ke toan,1,None,Nhan vien,1.0,None,15,B,7,12.0,6.2
587,FSI_587,Hermione,Tinh le,Kinh,Da bong,23,Nu,Khong chung chi,D,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,C,3,5.0,9.1
588,FSI_588,Long,Ha Noi,Kinh,Cau long,19,Nu,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,A,0,14.0,12.0
589,FSI_589,Ron,Tinh le,Tay,Yoga,34,Nu,Tieng anh toiec,A,A,Cao dang,Xuat sac,HAUI,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,C,9,15.0,14.0
590,FSI_590,Luna,Tinh le,Kinh,Da bong,28,Nu,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Tester,1,None,Nhan vien,1.0,Khoa hoc sang tao,15,D,3,11.0,5.0
591,FSI_591,Luna,Tinh le,Kinh,Cau long,19,Nu,Tieng Nga,B,B,Cao dang,Gioi,TLU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,B,1,14.0,9.0
592,FSI_592,Luna,Tinh le,Kinh,Yoga,29,Nam,Tieng Nhat,D,D,Dai hoc,kha,HUST,BA,2,None,Nhan vien,1.0,None,25,A,5,18.0,14.1
593,FSI_593,Hermione,Tinh le,Kinh,Nghe nhac,21,Nam,Tieng Nga,D,D,Cao dang,kha,TLU,PM,1,None,Teamlead,1.5,None,30,B,2,33.0,9.0
594,FSI_594,Long,Tinh le,Cham,xem phim,22,Nu,Khong chung chi,A,B,Cao dang,kha,UTC,Lap trinh vien,1,Android,Nhan vien,1.0,None,25,D,2,14.0,5.0
595,FSI_595,Long,Tinh le,Khome,Gym,21,Nu,Tieng Trung,A,A,Cao dang,kha,USTH,Lap trinh vien,2,Java,Nhan vien,1.0,None,25,D,2,23.0,7.1
596,FSI_596,Nam,Tinh le,Kinh,Da bong,23,Nu,Tieng anh toiec,A,D,Thac si,Gioi,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,2,15.0,15.0
597,FSI_597,Ron,Tinh le,Kinh,Cau long,24,Nu,Khong chung chi,C,D,Thac si,Gioi,HUST,BA,0,None,Nhan vien,1.0,None,25,A,5,19.0,15.0
598,FSI_598,Lan,Tinh le,Kinh,Gym,26,Nu,Khong chung chi,C,D,Cao dang,Xuat sac,HAUI,BA,1,None,Nhan vien,1.0,None,25,A,6,15.0,12.0
599,FSI_599,Lan,Tinh le,Kinh,Gym,26,Nu,Khong chung chi,A,B,Thac si,Gioi,HAUI,Ky su R&D,4,Data Science,Nhan vien,1.0,None,25,A,6,18.0,20.0
600,FSI_600,Harry,Ha Noi,Kinh,Da bong,19,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,A,1,12.0,12.0
601,FSI_601,Luna,Tinh le,Kinh,xem phim,22,Nam,Tieng Nhat,C,D,Dai hoc,kha,USTH,Tu van ban hang,2,None,Nhan vien,1.0,None,15,C,2,9.0,9.1
602,FSI_602,Ron,Tinh le,Kinh,Cau long,34,Nam,Tieng anh toiec,C,D,Dai hoc,Xuat sac,TLU,BA,13,None,Truong phong,4.0,None,25,A,12,28.0,47.0
603,FSI_603,Luna,Tinh le,Kinh,Yoga,21,Nam,Khong chung chi,C,D,Cao dang,Trung binh,USTH,PM,2,None,Nhan vien,1.0,None,30,A,0,29.0,14.1
604,FSI_604,Hermione,Tinh le,Thai,Cau long,20,Nu,Khong chung chi,D,A,Cao dang,Gioi,TLU,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,A,1,4.0,12.0
605,FSI_605,Long,Tinh le,Muong,xem phim,24,Nam,Tieng anh toiec,C,D,Cao dang,Trung binh,USTH,BA,5,None,Nhan vien,1.0,None,25,D,3,16.0,8.5
606,FSI_606,Nam,Tinh le,Kinh,Nghe nhac,21,Nam,Tieng Nhat,B,A,Dai hoc,Xuat sac,EPU,Lap trinh vien,2,C++,Nhan vien,1.0,None,25,C,0,9.0,9.1
607,FSI_607,Hermione,Tinh le,Kinh,Yoga,37,Nu,Khong chung chi,D,D,Dai hoc,Xuat sac,VNU,Tu van ban hang,7,None,Nhan vien,1.0,Oympic toan,15,B,14,10.0,16.0
608,FSI_608,Ron,Tinh le,Kinh,Yoga,38,Nu,Tieng Nga,B,A,Cao dang,Trung binh,HNUE,Lap trinh vien,1,C++,Nhan vien,1.0,Nhan tai dat viet,25,C,3,6.0,7.0
609,FSI_609,Ron,Ha Noi,Kinh,Cau long,25,Nu,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Ke toan,2,None,Nhan vien,1.0,None,15,A,6,7.0,10.46
610,FSI_610,Ron,Ha Noi,Kinh,Gym,20,Nu,Tieng anh toiec,C,C,Cao dang,Trung binh,VNU,Lap trinh vien,0,PHP,Teamlead,1.5,None,25,C,1,33.0,7.0
611,FSI_611,Harry,Tinh le,Kinh,Cau long,19,Nu,Tieng Nhat,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,C,1,16.0,7.0
612,FSI_612,Long,Ha Noi,Kinh,Gym,26,Nam,Tieng Nga,C,B,Dai hoc,Xuat sac,VNU,Lap trinh vien,3,Android,Nhan vien,1.0,None,25,C,0,12.0,9.1
613,FSI_613,Harry,Tinh le,Kinh,xem phim,20,Nu,Tieng anh toiec,B,A,Dai hoc,Xuat sac,HAUI,Lap trinh vien,1,ios,Nhan vien,1.0,None,25,B,0,22.0,9.0
614,FSI_614,Hermione,Ha Noi,Kinh,xem phim,21,Nam,Khong chung chi,C,A,Cao dang,Trung binh,HAUI,Lap trinh vien,0,ios,Teamlead,1.5,None,25,B,0,28.5,9.0
615,FSI_615,Harry,Tinh le,Kinh,Cau ca,24,Nu,Tieng anh toiec,C,B,Dai hoc,Xuat sac,VNU,Ky su R&D,5,NLP,Nhan vien,1.0,None,25,A,1,22.0,15.5
616,FSI_616,Hermione,Tinh le,Kinh,xem phim,18,Nam,Tieng anh toiec,B,B,Cao dang,Trung binh,UTC,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,C,1,5.0,7.0
617,FSI_617,Harry,Tinh le,Kinh,Da bong,25,Nam,Tieng anh toiec,C,A,Cao dang,Xuat sac,VNU,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,C,0,12.0,10.5
618,FSI_618,Harry,Tinh le,Kinh,Gym,28,Nu,Tieng Trung,B,B,Dai hoc,Gioi,HAUI,Lap trinh vien,0,Ruby,Nhan vien,1.0,olympic tin,25,B,7,12.0,9.0
619,FSI_619,Luna,Tinh le,Kinh,Da bong,34,Nam,Khong chung chi,D,D,Cao dang,kha,TLU,Tu van ban hang,12,None,Nhan vien,1.0,None,15,B,14,7.0,16.0
620,FSI_620,Harry,Tinh le,Kinh,Nghe nhac,25,Nam,Khong chung chi,A,B,Dai hoc,kha,HNUE,Lap trinh vien,3,.NET,Nhan vien,1.0,None,25,A,5,23.0,14.1
621,FSI_621,Luna,Tinh le,Kinh,Cau ca,19,Nam,Khong chung chi,A,D,Cao dang,Xuat sac,HUST,Tu van ban hang,0,None,Nhan vien,1.0,Khoa hoc sang tao,15,D,1,13.0,5.0
622,FSI_622,Ngoc,Tinh le,Kinh,Gym,21,Nam,Khong chung chi,B,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,D,0,21.0,5.0
623,FSI_623,Ron,Tinh le,Kinh,Cau ca,18,Nu,Tieng anh toiec,D,B,Dai hoc,Gioi,EPU,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,D,1,20.0,5.0
624,FSI_624,Luna,Tinh le,Kinh,Da bong,27,Nu,Khong chung chi,D,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,C,7,24.0,9.1
625,FSI_625,Ngoc,Tinh le,Kinh,xem phim,21,Nu,Khong chung chi,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,ios,Nhan vien,1.0,None,25,B,2,12.0,11.1
626,FSI_626,Nam,Tinh le,Kinh,Cau long,24,Nu,Khong chung chi,A,C,Cao dang,Xuat sac,EPU,Lap trinh vien,1,PHP,Teamlead,1.5,None,25,B,2,18.0,9.0
627,FSI_627,Luna,Tinh le,Muong,Da bong,21,Nam,Khong chung chi,A,D,Cao dang,Xuat sac,VNU,BA,0,None,Nhan vien,1.0,None,25,C,0,22.0,7.0
628,FSI_628,Lan,Tinh le,Kinh,Nghe nhac,29,Nu,Tieng Phap,B,B,Dai hoc,Gioi,EPU,Lap trinh vien,5,.NET,Teamlead,1.5,Khoa hoc sang tao,25,C,0,21.0,10.5
629,FSI_629,Lan,Tinh le,Kinh,Yoga,29,Nam,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,8,Ruby,Nhan vien,1.0,None,25,B,9,16.0,16.0
630,FSI_630,Nam,Ha Noi,Cham,Da bong,21,Nam,Tieng Phap,B,C,Dai hoc,Xuat sac,HNUE,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,A,1,12.0,12.0
631,FSI_631,Lan,Tinh le,Kinh,Yoga,24,Nam,Tieng anh toiec,A,D,Cao dang,Trung binh,UTC,PM,3,None,Nhan vien,1.0,None,30,D,3,20.0,7.1
632,FSI_632,Hermione,Ha Noi,Kinh,Da bong,35,Nu,Tieng anh toiec,B,B,Cao dang,Gioi,HNUE,Lap trinh vien,12,Python,Nhan vien,1.0,None,25,A,5,20.0,19.0
633,FSI_633,Lan,Tinh le,Kinh,Cau long,19,Nu,Tieng anh toiec,B,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,D,0,12.0,5.0
634,FSI_634,Long,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tester,0,None,Nhan vien,1.0,None,15,B,2,8.0,9.0
635,FSI_635,Ngoc,Tinh le,Kinh,Yoga,21,Nu,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,D,1,15.0,5.0
636,FSI_636,Hermione,Tinh le,Kinh,xem phim,29,Nam,Tieng Trung,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,7,None,Nhan vien,1.0,Nhan tai dat viet,25,C,9,7.0,14.0
637,FSI_637,Harry,Tinh le,Kinh,Gym,25,Nu,Khong chung chi,B,D,Cao dang,Trung binh,USTH,BA,1,None,Nhan vien,1.0,None,25,B,5,22.0,9.0
638,FSI_638,Harry,Tinh le,Kinh,Cau ca,28,Nu,Khong chung chi,D,C,Dai hoc,kha,HNUE,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,C,6,21.0,9.1
639,FSI_639,Ron,Tinh le,Kinh,Da bong,19,Nam,Tieng anh toiec,C,B,Cao dang,kha,HUST,Lap trinh vien,0,Python,Teamlead,1.5,None,25,A,0,22.5,12.0
640,FSI_640,Ngoc,Tinh le,Kinh,Nghe nhac,46,Nam,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,20,.NET,Nhan vien,1.0,None,25,D,8,12.0,12.0
641,FSI_641,Long,Ha Noi,Kinh,Yoga,31,Nam,Tieng anh toiec,A,D,Dai hoc,kha,UTC,BA,1,None,Teamlead,1.5,None,25,A,10,36.0,12.0
642,FSI_642,Ngoc,Tinh le,Kinh,Nghe nhac,21,Nam,Tieng anh toiec,B,D,Cao dang,Trung binh,VNU,PM,1,None,Nhan vien,1.0,None,30,D,1,10.0,5.0
643,FSI_643,Long,Ha Noi,Kinh,Cau ca,27,Nu,Khong chung chi,C,B,Cao dang,Trung binh,USTH,Lap trinh vien,2,Ruby,Nhan vien,1.0,None,25,B,2,24.0,11.1
644,FSI_644,Lan,Tinh le,Kinh,Nghe nhac,18,Nu,Tieng anh toiec,C,D,Cao dang,Xuat sac,USTH,BA,0,None,Nhan vien,1.0,None,25,A,1,6.0,12.0
645,FSI_645,Nam,Tinh le,Cham,Cau ca,19,Nu,Tieng anh toiec,C,B,Dai hoc,Xuat sac,USTH,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,D,0,23.0,5.0
646,FSI_646,Lan,Tinh le,Kinh,Cau long,28,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,7,None,Nhan vien,1.0,None,30,D,6,27.0,12.0
647,FSI_647,Ngoc,Tinh le,Kinh,Nghe nhac,29,Nam,Tieng anh toiec,C,A,Cao dang,kha,USTH,Lap trinh vien,6,C++,Nhan vien,1.0,None,25,A,0,20.0,19.0
648,FSI_648,Nam,Tinh le,Kinh,Da bong,20,Nu,Tieng anh ielts,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,D,1,16.0,5.0
649,FSI_649,Long,Tinh le,Kinh,Cau ca,28,Nam,Tieng anh toiec,D,A,Dai hoc,kha,HAUI,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,D,6,8.0,5.0
650,FSI_650,Harry,Tinh le,Kinh,Cau long,19,Nu,Khong chung chi,B,D,Cao dang,Xuat sac,HUST,Tu van ban hang,0,None,Nhan vien,1.0,Khoa hoc sang tao,15,D,1,4.0,5.0
651,FSI_651,Ngoc,Tinh le,Kinh,xem phim,38,Nam,Khong chung chi,B,B,Cao dang,kha,HUST,Lap trinh vien,10,Python,Nhan vien,1.0,None,25,A,9,9.0,19.0
652,FSI_652,Long,Tinh le,Kinh,Da bong,32,Nu,Tieng anh toiec,C,A,Dai hoc,Gioi,TLU,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,B,5,18.0,12.5
653,FSI_653,Hermione,Tinh le,Kinh,Gym,19,Nu,Khong chung chi,D,A,Dai hoc,kha,TLU,Lap trinh vien,0,ios,Nhan vien,1.0,Khoa hoc sang tao,25,B,1,15.0,9.0
654,FSI_654,Ron,Tinh le,Kinh,Da bong,31,Nu,Tieng anh toiec,D,B,Dai hoc,Trung binh,TLU,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,C,6,9.0,10.5
655,FSI_655,Ngoc,Tinh le,Muong,Cau long,21,Nu,Khong chung chi,B,B,Cao dang,Xuat sac,UTC,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,D,1,5.0,5.0
656,FSI_656,Luna,Ha Noi,Kinh,Yoga,20,Nam,Khong chung chi,B,D,Cao dang,Xuat sac,UTC,BA,0,None,Nhan vien,1.0,None,25,A,1,15.0,12.0
657,FSI_657,Luna,Tinh le,Kinh,Da bong,21,Nam,Tieng anh toiec,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,1,4.0,5.0
658,FSI_658,Ron,Tinh le,Kinh,Gym,28,Nam,Tieng anh toiec,A,A,Cao dang,kha,TLU,Lap trinh vien,7,ios,Nhan vien,1.0,None,25,A,5,16.0,19.0
659,FSI_659,Ron,Tinh le,Kinh,xem phim,18,Nam,Tieng anh ielts,C,D,Dai hoc,Gioi,EPU,PM,0,None,Nhan vien,1.0,None,30,D,1,7.0,5.0
660,FSI_660,Ngoc,Tinh le,Kinh,Yoga,19,Nam,Khong chung chi,D,B,Cao dang,kha,HUST,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,0,11.0,5.0
661,FSI_661,Ngoc,Tinh le,Kinh,Cau ca,36,Nam,Tieng anh toiec,C,B,Dai hoc,Xuat sac,HNUE,Lap trinh vien,6,Python,Nhan vien,1.0,None,25,A,2,20.0,19.0
662,FSI_662,Hermione,Tinh le,Muong,Gym,29,Nam,Tieng anh toiec,A,A,Cao dang,Gioi,USTH,Lap trinh vien,6,C++,Nhan vien,1.0,None,25,C,9,13.0,14.0
663,FSI_663,Ron,Ha Noi,Kinh,xem phim,24,Nam,Khong chung chi,D,B,Dai hoc,Trung binh,HAUI,Ky su R&D,2,Tools,Nhan vien,1.0,None,25,B,2,5.0,11.1
664,FSI_664,Harry,Tinh le,Kinh,Da bong,32,Nu,Khong chung chi,A,D,Cao dang,Trung binh,HNUE,Ke toan,12,None,Technical leader,1.0,None,15,A,0,12.0,20.12
665,FSI_665,Nam,Tinh le,Kinh,Gym,22,Nu,Tieng anh toiec,D,B,Cao dang,Trung binh,TLU,Lap trinh vien,3,Android,Nhan vien,1.0,None,25,A,3,22.0,14.1
666,FSI_666,Ron,Tinh le,Kinh,Cau ca,27,Nu,Khong chung chi,C,A,Cao dang,Trung binh,VNU,Lap trinh vien,7,C++,Nhan vien,1.0,None,25,B,4,19.0,16.0
667,FSI_667,Long,Tinh le,Kinh,Yoga,24,Nu,Khong chung chi,C,A,Cao dang,Gioi,EPU,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,D,3,20.0,8.5
668,FSI_668,Harry,Ha Noi,Thai,Cau long,38,Nu,Khong chung chi,D,D,Dai hoc,Xuat sac,TLU,Xu ly data,15,None,Nhan vien,1.0,olympic tin,15,A,1,10.0,13.4
669,FSI_669,Harry,Tinh le,Kinh,Da bong,39,Nam,Tieng anh toiec,C,B,Dai hoc,Trung binh,HAUI,Lap trinh vien,14,Python,Technical leader,1.0,None,25,A,6,6.0,30.200000000000003
670,FSI_670,Luna,Tinh le,Kinh,Da bong,19,Nam,Khong chung chi,A,D,Dai hoc,Trung binh,HNUE,BA,0,None,Nhan vien,1.0,None,25,D,0,23.0,5.0
671,FSI_671,Ngoc,Tinh le,Kinh,Da bong,19,Nu,Tieng anh toiec,D,B,Dai hoc,Trung binh,HUST,Lap trinh vien,0,Ruby,Nhan vien,1.0,Khoa hoc sang tao,25,C,0,21.0,7.0
672,FSI_672,Lan,Tinh le,Kinh,Gym,35,Nam,Khong chung chi,B,A,Cao dang,Xuat sac,EPU,Lap trinh vien,12,ios,Nhan vien,1.0,None,25,D,0,22.0,12.0
673,FSI_673,Ngoc,Tinh le,Kinh,Gym,34,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,4,Android,Nhan vien,1.0,None,25,A,8,19.0,15.5
674,FSI_674,Lan,Tinh le,Thai,Da bong,59,Nu,Khong chung chi,D,A,Cao dang,Xuat sac,VNU,Lap trinh vien,14,ios,Nhan vien,1.0,None,25,C,11,16.0,14.0
