,ID,Name,Gioi_tinh,Bang_cap,Nghe_nghiep,Nam_kinh_nghiem
2425,2425,Ron,Nam,Dai_hoc,Giao_Vien,12
2426,2426,Hermione,Nam,Pho_thong,Giam_doc,11
2427,2427,Hermione,Nu,Pho_thong,Thu_ky,29
2428,2428,Long,,Dai_hoc,Maketting,13
2429,2429,Hermione,Nam,Cao_hoc,Maketting,6
2430,2430,Harry,Nam,Cao_hoc,Giang_vien,1
2431,2431,Luna,Nu,Cao_hoc,Truong_phong,3
2432,2432,Long,Nu,Tien_si,Maketting,9
2433,2433,Ngoc,Nu,Tien_si,Giam_doc,19
2434,2434,Long,Nu,Tien_si,Giam_doc,13
2435,2435,Luna,Nu,Tien_si,Giang_vien,19
2436,2436,Harry,Nu,Cao_hoc,Giam_doc,31
2437,2437,Harry,Nu,Dai_hoc,Giao_Vien,29
2438,2438,Ngoc,,Dai_hoc,Massage,35
2439,2439,Long,,Cao_hoc,Giang_vien,12
2440,2440,Luna,,Dai_hoc,Ke_toan,35
2441,2441,Long,,Pho_thong,Thu_ky,3
2442,2442,Long,,Dai_hoc,Thu_ky,19
2443,2443,Hermione,Nu,Pho_thong,Thu_ky,31
2444,2444,Hermione,Nu,Cao_hoc,Giao_Vien,33
2445,2445,Nam,Nu,Pho_thong,Truong_phong,33
2446,2446,Hermione,,Tien_si,Thu_ky,35
2447,2447,Harry,Nu,Cao_hoc,Massage,32
2448,2448,Ngoc,Nu,Tien_si,Maketting,30
2449,2449,Harry,Nam,Dai_hoc,Giao_Vien,5
2450,2450,Harry,Nam,Dai_hoc,Maketting,3
2451,2451,Ngoc,Nam,Dai_hoc,Ke_toan,4
2452,2452,Ron,Nu,Dai_hoc,Ke_toan,36
2453,2453,Harry,Nu,Pho_thong,Massage,14
2454,2454,Harry,,Pho_thong,Thu_ky,35
2455,2455,Luna,Nam,Pho_thong,Thu_ky,3
2456,2456,Luna,,Pho_thong,Lap_trinh_vien,2
2457,2457,Luna,,Tien_si,Massage,3
2458,2458,Nam,Nam,Tien_si,Massage,19
2459,2459,Nam,Nu,Pho_thong,Massage,25
2460,2460,Lan,Nam,Pho_thong,Giang_vien,5
2461,2461,Nam,Nu,Cao_hoc,Giao_Vien,4
2462,2462,Luna,,Tien_si,Maketting,28
2463,2463,Lan,Nam,Tien_si,Ke_toan,5
2464,2464,Ngoc,Nam,Pho_thong,Giao_Vien,15
2465,2465,Luna,Nu,Pho_thong,Giam_doc,18
2466,2466,Hermione,Nam,Pho_thong,Giang_vien,2
2467,2467,Ron,Nam,Pho_thong,Maketting,21
2468,2468,Ron,Nam,Cao_hoc,Truong_phong,21
2469,2469,Long,,Pho_thong,Giang_vien,20
2470,2470,Long,,Dai_hoc,Thu_ky,21
2471,2471,Ron,,Dai_hoc,Lap_trinh_vien,5
2472,2472,Ron,,Dai_hoc,Giam_doc,27
2473,2473,Long,,Cao_hoc,Massage,18
2474,2474,Hermione,Nu,Pho_thong,Massage,31
2475,2475,Hermione,,Dai_hoc,Thu_ky,11
2476,2476,Harry,Nu,Cao_hoc,Ke_toan,33
2477,2477,Harry,,Tien_si,Giao_Vien,27
2478,2478,Lan,,Pho_thong,Giang_vien,17
2479,2479,Ngoc,Nu,Tien_si,Thu_ky,30
2480,2480,Luna,,Tien_si,Lap_trinh_vien,8
2481,2481,Luna,Nu,Cao_hoc,Truong_phong,22
2482,2482,Long,Nu,Pho_thong,Giam_doc,18
2483,2483,Luna,Nu,Dai_hoc,Lap_trinh_vien,3
2484,2484,Hermione,Nam,Tien_si,Thu_ky,35
2485,2485,Hermione,Nu,Pho_thong,Maketting,5
2486,2486,Luna,,Cao_hoc,Massage,28
2487,2487,Ron,,Pho_thong,Thu_ky,15
2488,2488,Harry,,Cao_hoc,Maketting,12
2489,2489,Nam,Nam,Tien_si,Ke_toan,32
2490,2490,Luna,,Tien_si,Giao_Vien,34
2491,2491,Ron,Nu,Pho_thong,Thu_ky,33
2492,2492,Ngoc,Nu,Cao_hoc,Maketting,16
2493,2493,Harry,Nu,Dai_hoc,Thu_ky,21
2494,2494,Harry,Nam,Tien_si,Giao_Vien,33
2495,2495,Lan,Nam,Cao_hoc,Giam_doc,9
2496,2496,Long,Nam,Dai_hoc,Maketting,13
2497,2497,Luna,,Dai_hoc,Thu_ky,35
2498,2498,Ngoc,Nu,Cao_hoc,Truong_phong,1
2499,2499,Harry,Nam,Tien_si,Lap_trinh_vien,1
2500,2500,Ron,Nam,Dai_hoc,Giang_vien,19
2501,2501,Hermione,Nu,Tien_si,Lap_trinh_vien,36
2502,2502,Nam,Nam,Tien_si,Massage,13
2503,2503,Lan,,Tien_si,Giao_Vien,29
2504,2504,Lan,,Cao_hoc,Maketting,10
2505,2505,Harry,Nam,Tien_si,Giam_doc,18
2506,2506,Long,Nam,Cao_hoc,Thu_ky,1
2507,2507,Ron,,Dai_hoc,Giang_vien,35
2508,2508,Luna,Nam,Pho_thong,Maketting,2
2509,2509,Long,,Tien_si,Massage,34
2510,2510,Hermione,Nam,Dai_hoc,Ke_toan,4
2511,2511,Hermione,Nam,Cao_hoc,Giao_Vien,2
2512,2512,Luna,Nu,Tien_si,Truong_phong,14
2513,2513,Luna,Nu,Cao_hoc,Lap_trinh_vien,13
2514,2514,Luna,,Cao_hoc,Thu_ky,5
2515,2515,Ngoc,Nam,Dai_hoc,Giam_doc,6
2516,2516,Luna,,Pho_thong,Giam_doc,24
2517,2517,Harry,Nam,Dai_hoc,Lap_trinh_vien,13
2518,2518,Lan,,Dai_hoc,Truong_phong,8
2519,2519,Ngoc,,Dai_hoc,Ke_toan,21
2520,2520,Harry,Nam,Dai_hoc,Giam_doc,17
2521,2521,Hermione,Nu,Tien_si,Massage,18
2522,2522,Nam,Nam,Dai_hoc,Maketting,17
2523,2523,Ngoc,,Pho_thong,Thu_ky,26
2524,2524,Ngoc,,Pho_thong,Ke_toan,2
2525,2525,Lan,Nam,Pho_thong,Thu_ky,31
2526,2526,Luna,,Pho_thong,Giang_vien,28
2527,2527,Long,Nam,Dai_hoc,Lap_trinh_vien,16
2528,2528,Long,Nam,Cao_hoc,Thu_ky,26
2529,2529,Luna,Nam,Cao_hoc,Thu_ky,3
2530,2530,Ron,Nam,Dai_hoc,Maketting,13
2531,2531,Lan,,Pho_thong,Truong_phong,2
2532,2532,Lan,,Cao_hoc,Giao_Vien,34
2533,2533,Lan,Nam,Tien_si,Massage,26
2534,2534,Hermione,,Tien_si,Truong_phong,23
2535,2535,Hermione,Nam,Tien_si,Giam_doc,29
2536,2536,Lan,Nam,Dai_hoc,Thu_ky,5
2537,2537,Luna,Nu,Tien_si,Ke_toan,21
2538,2538,Harry,Nam,Pho_thong,Massage,26
2539,2539,Nam,,Pho_thong,Truong_phong,36
2540,2540,Nam,Nam,Tien_si,Ke_toan,18
2541,2541,Long,Nu,Pho_thong,Giang_vien,27
2542,2542,Hermione,,Cao_hoc,Giam_doc,36
2543,2543,Lan,Nam,Cao_hoc,Ke_toan,20
2544,2544,Harry,Nam,Pho_thong,Giam_doc,20
2545,2545,Nam,,Dai_hoc,Giang_vien,15
2546,2546,Nam,,Dai_hoc,Lap_trinh_vien,12
2547,2547,Nam,Nu,Tien_si,Massage,8
2548,2548,Lan,Nam,Dai_hoc,Truong_phong,35
2549,2549,Hermione,Nam,Dai_hoc,Massage,33
2550,2550,Harry,Nu,Cao_hoc,Truong_phong,20
2551,2551,Long,Nam,Dai_hoc,Maketting,21
2552,2552,Luna,Nam,Pho_thong,Maketting,24
2553,2553,Harry,,Dai_hoc,Massage,22
2554,2554,Harry,Nu,Cao_hoc,Giam_doc,21
2555,2555,Harry,,Pho_thong,Lap_trinh_vien,9
2556,2556,Long,Nu,Pho_thong,Thu_ky,5
2557,2557,Nam,Nam,Cao_hoc,Maketting,10
2558,2558,Ron,,Tien_si,Thu_ky,22
2559,2559,Harry,,Cao_hoc,Giang_vien,28
2560,2560,Hermione,Nam,Dai_hoc,Ke_toan,11
2561,2561,Lan,Nu,Pho_thong,Thu_ky,7
2562,2562,Harry,,Pho_thong,Lap_trinh_vien,4
2563,2563,Nam,Nu,Pho_thong,Lap_trinh_vien,34
2564,2564,Luna,Nam,Pho_thong,Thu_ky,25
2565,2565,Harry,Nu,Cao_hoc,Thu_ky,31
2566,2566,Luna,Nu,Tien_si,Lap_trinh_vien,23
2567,2567,Lan,Nam,Tien_si,Thu_ky,7
2568,2568,Luna,,Pho_thong,Truong_phong,27
2569,2569,Harry,,Pho_thong,Giam_doc,19
2570,2570,Hermione,,Pho_thong,Giao_Vien,32
2571,2571,Harry,,Cao_hoc,Lap_trinh_vien,31
2572,2572,Long,Nu,Dai_hoc,Thu_ky,28
2573,2573,Lan,,Tien_si,Giam_doc,13
2574,2574,Lan,,Dai_hoc,Giang_vien,21
2575,2575,Luna,,Cao_hoc,Giao_Vien,15
2576,2576,Hermione,,Dai_hoc,Thu_ky,1
2577,2577,Luna,,Pho_thong,Ke_toan,21
2578,2578,Ron,Nu,Tien_si,Thu_ky,33
2579,2579,Lan,,Cao_hoc,Ke_toan,14
2580,2580,Nam,Nam,Pho_thong,Giam_doc,8
2581,2581,Nam,,Pho_thong,Ke_toan,14
2582,2582,Ngoc,,Cao_hoc,Giao_Vien,20
2583,2583,Nam,Nu,Pho_thong,Truong_phong,17
2584,2584,Long,,Tien_si,Giao_Vien,22
2585,2585,Long,Nam,Pho_thong,Lap_trinh_vien,9
2586,2586,Hermione,,Cao_hoc,Giang_vien,9
2587,2587,Luna,Nam,Pho_thong,Truong_phong,25
2588,2588,Long,Nam,Tien_si,Giang_vien,34
2589,2589,Lan,Nam,Pho_thong,Lap_trinh_vien,32
2590,2590,Harry,Nu,Tien_si,Giang_vien,27
2591,2591,Ngoc,,Pho_thong,Giao_Vien,6
2592,2592,Ngoc,Nam,Tien_si,Truong_phong,12
2593,2593,Harry,Nam,Pho_thong,Lap_trinh_vien,36
2594,2594,Hermione,Nam,Dai_hoc,Thu_ky,31
2595,2595,Nam,Nam,Pho_thong,Giao_Vien,27
2596,2596,Long,,Dai_hoc,Giang_vien,27
2597,2597,Luna,Nam,Pho_thong,Maketting,25
2598,2598,Ron,Nu,Tien_si,Massage,30
2599,2599,Ron,Nam,Pho_thong,Maketting,7
2600,2600,Ngoc,Nam,Tien_si,Giao_Vien,34
2601,2601,Luna,Nu,Pho_thong,Thu_ky,16
2602,2602,Nam,Nu,Cao_hoc,Ke_toan,23
2603,2603,Hermione,Nu,Tien_si,Massage,35
2604,2604,Hermione,,Pho_thong,Massage,18
2605,2605,Harry,Nu,Cao_hoc,Giao_Vien,33
2606,2606,Lan,Nam,Pho_thong,Giam_doc,5
2607,2607,Long,,Cao_hoc,Massage,24
2608,2608,Harry,,Dai_hoc,Massage,25
2609,2609,Hermione,,Pho_thong,Truong_phong,13
2610,2610,Harry,,Tien_si,Truong_phong,11
2611,2611,Ron,Nu,Cao_hoc,Maketting,26
2612,2612,Long,,Dai_hoc,Thu_ky,29
2613,2613,Harry,,Tien_si,Giang_vien,17
2614,2614,Nam,Nu,Tien_si,Ke_toan,36
2615,2615,Lan,Nu,Cao_hoc,Truong_phong,24
2616,2616,Lan,,Pho_thong,Thu_ky,29
2617,2617,Lan,Nam,Dai_hoc,Truong_phong,7
2618,2618,Ron,,Tien_si,Giam_doc,15
2619,2619,Harry,Nu,Cao_hoc,Ke_toan,20
2620,2620,Nam,Nu,Pho_thong,Giao_Vien,31
2621,2621,Harry,Nam,Pho_thong,Ke_toan,11
2622,2622,Ngoc,Nam,Tien_si,Giao_Vien,19
2623,2623,Luna,Nu,Cao_hoc,Lap_trinh_vien,34
2624,2624,Harry,,Dai_hoc,Giam_doc,2
2625,2625,Harry,Nam,Dai_hoc,Thu_ky,26
2626,2626,Luna,Nu,Dai_hoc,Maketting,5
2627,2627,Hermione,Nam,Dai_hoc,Ke_toan,27
2628,2628,Ron,,Tien_si,Truong_phong,18
2629,2629,Lan,,Dai_hoc,Thu_ky,4
2630,2630,Lan,,Pho_thong,Thu_ky,27
2631,2631,Long,Nam,Dai_hoc,Giang_vien,2
2632,2632,Ngoc,,Cao_hoc,Truong_phong,13
2633,2633,Long,Nam,Pho_thong,Lap_trinh_vien,4
2634,2634,Luna,,Dai_hoc,Maketting,13
2635,2635,Harry,Nu,Dai_hoc,Thu_ky,26
2636,2636,Hermione,Nu,Pho_thong,Ke_toan,32
2637,2637,Luna,Nu,Tien_si,Massage,23
2638,2638,Lan,Nam,Dai_hoc,Truong_phong,17
2639,2639,Nam,,Cao_hoc,Thu_ky,14
2640,2640,Harry,,Cao_hoc,Giang_vien,6
2641,2641,Long,,Tien_si,Giang_vien,26
2642,2642,Long,Nam,Tien_si,Maketting,34
2643,2643,Harry,Nam,Tien_si,Ke_toan,4
2644,2644,Long,Nu,Pho_thong,Giao_Vien,18
2645,2645,Hermione,Nam,Tien_si,Thu_ky,32
2646,2646,Long,Nam,Dai_hoc,Giang_vien,15
2647,2647,Nam,Nam,Tien_si,Lap_trinh_vien,31
2648,2648,Hermione,,Dai_hoc,Giang_vien,33
2649,2649,Nam,Nu,Cao_hoc,Truong_phong,16
2650,2650,Hermione,Nu,Cao_hoc,Giang_vien,17
2651,2651,Long,Nu,Cao_hoc,Lap_trinh_vien,30
2652,2652,Luna,Nam,Cao_hoc,Giam_doc,27
2653,2653,Ron,Nu,Dai_hoc,Ke_toan,18
2654,2654,Ron,,Dai_hoc,Ke_toan,35
2655,2655,Ron,Nam,Tien_si,Thu_ky,27
2656,2656,Nam,Nam,Pho_thong,Truong_phong,21
2657,2657,Nam,Nu,Dai_hoc,Giam_doc,6
2658,2658,Hermione,Nu,Cao_hoc,Truong_phong,3
2659,2659,Nam,Nu,Dai_hoc,Giang_vien,6
2660,2660,Lan,,Pho_thong,Lap_trinh_vien,18
2661,2661,Ngoc,Nam,Pho_thong,Thu_ky,34
2662,2662,Luna,Nu,Pho_thong,Truong_phong,32
2663,2663,Nam,Nam,Dai_hoc,Maketting,30
2664,2664,Long,Nu,Cao_hoc,Lap_trinh_vien,23
2665,2665,Luna,,Tien_si,Giao_Vien,18
2666,2666,Harry,Nu,Pho_thong,Ke_toan,25
2667,2667,Luna,Nu,Tien_si,Giam_doc,35
2668,2668,Nam,Nam,Cao_hoc,Giang_vien,35
2669,2669,Long,,Pho_thong,Maketting,20
2670,2670,Nam,,Tien_si,Giang_vien,24
2671,2671,Nam,,Tien_si,Giao_Vien,21
2672,2672,Lan,Nam,Tien_si,Massage,6
2673,2673,Luna,Nam,Pho_thong,Maketting,34
2674,2674,Harry,,Pho_thong,Lap_trinh_vien,19
2675,2675,Ngoc,Nam,Pho_thong,Thu_ky,10
2676,2676,Long,Nam,Cao_hoc,Giang_vien,13
2677,2677,Ron,Nam,Tien_si,Truong_phong,11
2678,2678,Lan,,Dai_hoc,Lap_trinh_vien,23
2679,2679,Hermione,,Dai_hoc,Giam_doc,10
2680,2680,Lan,,Tien_si,Maketting,36
2681,2681,Lan,,Tien_si,Lap_trinh_vien,12
2682,2682,Lan,Nam,Pho_thong,Giao_Vien,1
2683,2683,Long,Nam,Dai_hoc,Lap_trinh_vien,23
2684,2684,Ron,Nu,Pho_thong,Truong_phong,25
2685,2685,Harry,,Cao_hoc,Lap_trinh_vien,25
2686,2686,Hermione,Nu,Pho_thong,Massage,32
2687,2687,Long,Nam,Pho_thong,Lap_trinh_vien,1
2688,2688,Luna,,Pho_thong,Ke_toan,6
2689,2689,Luna,,Tien_si,Giang_vien,15
2690,2690,Long,Nam,Dai_hoc,Thu_ky,32
2691,2691,Harry,Nam,Tien_si,Lap_trinh_vien,6
2692,2692,Hermione,,Pho_thong,Truong_phong,30
2693,2693,Luna,Nu,Tien_si,Giao_Vien,8
2694,2694,Ngoc,Nam,Tien_si,Lap_trinh_vien,26
2695,2695,Nam,,Cao_hoc,Truong_phong,5
2696,2696,Harry,Nam,Dai_hoc,Thu_ky,4
2697,2697,Long,Nu,Pho_thong,Ke_toan,9
2698,2698,Nam,Nam,Pho_thong,Massage,26
2699,2699,Long,Nam,Cao_hoc,Giang_vien,29
2700,2700,Ron,Nam,Tien_si,Giao_Vien,10
2701,2701,Long,Nam,Cao_hoc,Ke_toan,25
2702,2702,Nam,Nu,Dai_hoc,Ke_toan,2
2703,2703,Harry,,Dai_hoc,Lap_trinh_vien,28
2704,2704,Hermione,Nam,Cao_hoc,Lap_trinh_vien,21
2705,2705,Ron,,Cao_hoc,Thu_ky,20
2706,2706,Hermione,Nu,Pho_thong,Ke_toan,25
2707,2707,Long,Nu,Pho_thong,Giang_vien,32
2708,2708,Nam,,Tien_si,Massage,16
2709,2709,Ngoc,,Pho_thong,Truong_phong,20
2710,2710,Harry,Nu,Cao_hoc,Thu_ky,36
2711,2711,Harry,,Dai_hoc,Ke_toan,2
2712,2712,Luna,Nu,Dai_hoc,Truong_phong,20
2713,2713,Luna,,Tien_si,Giao_Vien,2
2714,2714,Long,,Dai_hoc,Truong_phong,11
2715,2715,Hermione,Nam,Tien_si,Lap_trinh_vien,4
2716,2716,Hermione,,Tien_si,Maketting,29
2717,2717,Lan,,Cao_hoc,Giam_doc,36
2718,2718,Hermione,,Dai_hoc,Giang_vien,22
2719,2719,Nam,,Pho_thong,Truong_phong,27
2720,2720,Ngoc,,Tien_si,Giam_doc,30
2721,2721,Luna,Nam,Cao_hoc,Ke_toan,31
2722,2722,Ron,,Pho_thong,Giam_doc,10
2723,2723,Lan,,Dai_hoc,Thu_ky,11
2724,2724,Hermione,Nam,Dai_hoc,Giang_vien,27
2725,2725,Long,Nam,Dai_hoc,Massage,5
2726,2726,Ngoc,Nu,Cao_hoc,Giam_doc,9
2727,2727,Hermione,Nu,Dai_hoc,Lap_trinh_vien,8
2728,2728,Hermione,Nam,Pho_thong,Giam_doc,26
2729,2729,Nam,Nam,Dai_hoc,Giang_vien,17
2730,2730,Harry,,Dai_hoc,Maketting,12
2731,2731,Harry,Nam,Pho_thong,Lap_trinh_vien,5
2732,2732,Long,Nam,Tien_si,Massage,23
2733,2733,Ron,,Cao_hoc,Lap_trinh_vien,26
2734,2734,Harry,,Cao_hoc,Massage,18
2735,2735,Harry,Nam,Pho_thong,Truong_phong,31
2736,2736,Luna,Nu,Dai_hoc,Giao_Vien,26
2737,2737,Harry,Nu,Cao_hoc,Truong_phong,26
2738,2738,Luna,,Cao_hoc,Lap_trinh_vien,17
2739,2739,Long,,Pho_thong,Maketting,27
2740,2740,Nam,Nu,Dai_hoc,Massage,19
2741,2741,Lan,Nam,Pho_thong,Ke_toan,2
2742,2742,Nam,,Pho_thong,Truong_phong,28
2743,2743,Lan,Nam,Pho_thong,Giao_Vien,30
2744,2744,Hermione,Nam,Pho_thong,Lap_trinh_vien,23
2745,2745,Lan,,Dai_hoc,Truong_phong,1
2746,2746,Ngoc,Nam,Tien_si,Ke_toan,5
2747,2747,Ron,Nu,Tien_si,Giang_vien,14
2748,2748,Luna,,Tien_si,Maketting,8
2749,2749,Ngoc,Nam,Tien_si,Thu_ky,34
2750,2750,Luna,,Dai_hoc,Thu_ky,10
2751,2751,Harry,Nam,Tien_si,Lap_trinh_vien,6
2752,2752,Long,Nu,Pho_thong,Truong_phong,12
2753,2753,Hermione,,Dai_hoc,Massage,15
2754,2754,Luna,,Pho_thong,Giam_doc,24
2755,2755,Long,Nu,Pho_thong,Thu_ky,9
2756,2756,Luna,,Dai_hoc,Maketting,13
2757,2757,Lan,Nu,Tien_si,Giang_vien,36
2758,2758,Ngoc,Nam,Tien_si,Lap_trinh_vien,7
2759,2759,Luna,,Cao_hoc,Giao_Vien,33
2760,2760,Hermione,Nu,Cao_hoc,Massage,28
2761,2761,Harry,Nu,Tien_si,Lap_trinh_vien,26
2762,2762,Ron,Nu,Dai_hoc,Thu_ky,8
2763,2763,Lan,Nu,Tien_si,Giang_vien,34
2764,2764,Long,Nam,Pho_thong,Giam_doc,7
2765,2765,Long,,Tien_si,Maketting,10
2766,2766,Hermione,Nu,Pho_thong,Thu_ky,19
2767,2767,Ron,,Dai_hoc,Ke_toan,5
2768,2768,Luna,Nam,Cao_hoc,Thu_ky,20
2769,2769,Lan,,Tien_si,Giam_doc,2
2770,2770,Long,Nu,Cao_hoc,Massage,28
2771,2771,Harry,Nam,Tien_si,Lap_trinh_vien,32
2772,2772,Lan,Nam,Cao_hoc,Giang_vien,28
2773,2773,Luna,Nam,Pho_thong,Giang_vien,1
2774,2774,Lan,Nu,Tien_si,Maketting,1
2775,2775,Harry,Nam,Cao_hoc,Giang_vien,26
2776,2776,Luna,,Pho_thong,Giam_doc,9
2777,2777,Hermione,Nam,Dai_hoc,Giang_vien,6
2778,2778,Luna,Nam,Tien_si,Lap_trinh_vien,11
2779,2779,Lan,Nam,Cao_hoc,Thu_ky,11
2780,2780,Hermione,Nam,Cao_hoc,Giang_vien,2
2781,2781,Ngoc,Nam,Tien_si,Giang_vien,12
2782,2782,Ngoc,,Cao_hoc,Truong_phong,36
2783,2783,Hermione,Nu,Cao_hoc,Massage,16
2784,2784,Ron,Nam,Dai_hoc,Thu_ky,10
2785,2785,Hermione,,Dai_hoc,Giao_Vien,35
2786,2786,Lan,Nam,Pho_thong,Lap_trinh_vien,14
2787,2787,Luna,Nam,Pho_thong,Lap_trinh_vien,24
2788,2788,Lan,,Tien_si,Truong_phong,17
2789,2789,Nam,,Dai_hoc,Truong_phong,11
2790,2790,Hermione,Nam,Tien_si,Ke_toan,14
2791,2791,Lan,Nu,Dai_hoc,Giang_vien,32
2792,2792,Luna,Nam,Cao_hoc,Massage,15
2793,2793,Ron,,Dai_hoc,Giam_doc,1
2794,2794,Luna,Nu,Pho_thong,Ke_toan,35
2795,2795,Luna,Nu,Cao_hoc,Ke_toan,11
2796,2796,Long,,Tien_si,Thu_ky,29
2797,2797,Ron,Nu,Tien_si,Truong_phong,15
2798,2798,Hermione,,Pho_thong,Giam_doc,17
2799,2799,Luna,,Dai_hoc,Massage,18
2800,2800,Long,,Pho_thong,Massage,5
2801,2801,Nam,,Cao_hoc,Maketting,4
2802,2802,Luna,,Tien_si,Lap_trinh_vien,11
2803,2803,Hermione,Nu,Pho_thong,Truong_phong,10
2804,2804,Nam,Nam,Dai_hoc,Ke_toan,1
2805,2805,Luna,Nu,Tien_si,Giam_doc,8
2806,2806,Hermione,Nam,Dai_hoc,Maketting,17
2807,2807,Harry,Nu,Cao_hoc,Giao_Vien,20
2808,2808,Ron,,Tien_si,Lap_trinh_vien,4
2809,2809,Ron,,Pho_thong,Massage,2
2810,2810,Harry,Nam,Pho_thong,Giam_doc,28
2811,2811,Harry,Nu,Cao_hoc,Massage,35
2812,2812,Harry,Nam,Tien_si,Massage,13
2813,2813,Ngoc,Nu,Cao_hoc,Giao_Vien,28
2814,2814,Lan,Nu,Cao_hoc,Giam_doc,3
2815,2815,Harry,Nam,Dai_hoc,Maketting,23
2816,2816,Long,Nu,Pho_thong,Thu_ky,31
2817,2817,Harry,Nam,Dai_hoc,Truong_phong,23
2818,2818,Lan,Nu,Dai_hoc,Truong_phong,2
2819,2819,Ron,,Pho_thong,Giao_Vien,34
2820,2820,Lan,Nu,Pho_thong,Thu_ky,6
2821,2821,Hermione,,Tien_si,Giam_doc,34
2822,2822,Long,Nu,Dai_hoc,Maketting,10
2823,2823,Lan,,Cao_hoc,Giang_vien,30
2824,2824,Ron,Nam,Tien_si,Giam_doc,6
2825,2825,Lan,,Dai_hoc,Giang_vien,4
2826,2826,Hermione,Nu,Tien_si,Giang_vien,24
2827,2827,Lan,Nam,Tien_si,Giao_Vien,17
2828,2828,Hermione,,Tien_si,Giam_doc,19
2829,2829,Long,Nam,Cao_hoc,Maketting,35
2830,2830,Luna,Nu,Tien_si,Maketting,31
2831,2831,Ngoc,Nam,Dai_hoc,Thu_ky,2
2832,2832,Luna,Nu,Tien_si,Thu_ky,30
2833,2833,Luna,Nam,Pho_thong,Truong_phong,17
2834,2834,Luna,Nam,Tien_si,Giang_vien,22
2835,2835,Nam,Nu,Tien_si,Giang_vien,10
2836,2836,Ngoc,Nam,Cao_hoc,Giam_doc,17
2837,2837,Ngoc,,Tien_si,Thu_ky,8
2838,2838,Hermione,Nu,Tien_si,Giam_doc,18
2839,2839,Long,Nu,Cao_hoc,Giao_Vien,4
2840,2840,Hermione,,Pho_thong,Maketting,20
2841,2841,Ron,Nu,Tien_si,Thu_ky,3
2842,2842,Long,Nu,Dai_hoc,Giang_vien,20
2843,2843,Long,Nam,Tien_si,Lap_trinh_vien,35
2844,2844,Nam,,Cao_hoc,Maketting,12
2845,2845,Hermione,Nam,Dai_hoc,Maketting,9
2846,2846,Ngoc,Nu,Dai_hoc,Giang_vien,5
2847,2847,Nam,Nu,Pho_thong,Truong_phong,13
2848,2848,Lan,Nam,Dai_hoc,Lap_trinh_vien,13
2849,2849,Luna,,Cao_hoc,Giam_doc,6
2850,2850,Ron,Nam,Pho_thong,Giao_Vien,8
2851,2851,Harry,Nu,Tien_si,Thu_ky,18
2852,2852,Long,Nu,Tien_si,Giang_vien,25
2853,2853,Lan,,Dai_hoc,Ke_toan,23
2854,2854,Lan,Nam,Pho_thong,Maketting,29
2855,2855,Lan,Nu,Tien_si,Truong_phong,8
2856,2856,Lan,,Dai_hoc,Giam_doc,12
2857,2857,Ron,,Cao_hoc,Giam_doc,13
2858,2858,Ngoc,Nu,Pho_thong,Giao_Vien,7
2859,2859,Harry,Nam,Cao_hoc,Giang_vien,2
2860,2860,Lan,,Cao_hoc,Giao_Vien,34
2861,2861,Luna,Nu,Tien_si,Giang_vien,4
2862,2862,Nam,Nam,Pho_thong,Ke_toan,21
2863,2863,Ngoc,,Tien_si,Thu_ky,32
2864,2864,Long,Nam,Dai_hoc,Maketting,32
2865,2865,Ngoc,,Pho_thong,Maketting,22
2866,2866,Harry,Nu,Tien_si,Giang_vien,27
2867,2867,Ron,,Cao_hoc,Giao_Vien,23
2868,2868,Ngoc,,Dai_hoc,Lap_trinh_vien,29
2869,2869,Ron,,Pho_thong,Giang_vien,15
2870,2870,Ngoc,Nam,Pho_thong,Giang_vien,10
2871,2871,Hermione,Nam,Cao_hoc,Giao_Vien,2
2872,2872,Ngoc,,Pho_thong,Massage,32
2873,2873,Lan,Nu,Pho_thong,Giang_vien,9
2874,2874,Ron,Nu,Tien_si,Thu_ky,14
2875,2875,Harry,,Tien_si,Maketting,3
2876,2876,Nam,,Pho_thong,Massage,6
2877,2877,Long,Nam,Cao_hoc,Truong_phong,1
2878,2878,Lan,Nu,Tien_si,Lap_trinh_vien,3
2879,2879,Harry,,Pho_thong,Giang_vien,19
2880,2880,Nam,,Cao_hoc,Thu_ky,33
2881,2881,Ngoc,Nu,Tien_si,Truong_phong,27
2882,2882,Harry,Nam,Dai_hoc,Maketting,18
2883,2883,Luna,,Pho_thong,Ke_toan,27
2884,2884,Hermione,Nu,Cao_hoc,Truong_phong,31
2885,2885,Ron,Nam,Dai_hoc,Thu_ky,5
2886,2886,Hermione,,Tien_si,Thu_ky,4
2887,2887,Ron,Nu,Dai_hoc,Lap_trinh_vien,6
2888,2888,Ngoc,Nam,Tien_si,Massage,24
2889,2889,Ron,,Pho_thong,Massage,23
2890,2890,Lan,,Pho_thong,Lap_trinh_vien,2
2891,2891,Nam,Nam,Pho_thong,Lap_trinh_vien,9
2892,2892,Nam,,Tien_si,Truong_phong,25
2893,2893,Hermione,Nam,Tien_si,Maketting,21
2894,2894,Ron,,Dai_hoc,Giao_Vien,2
2895,2895,Lan,,Cao_hoc,Giao_Vien,26
2896,2896,Long,Nam,Cao_hoc,Maketting,14
2897,2897,Nam,Nu,Tien_si,Massage,8
2898,2898,Lan,,Tien_si,Massage,32
2899,2899,Ron,Nam,Pho_thong,Truong_phong,22
