,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
3150,FSI_3150,Long,Tinh le,Kinh,Gym,29,Nu,Khong chung chi,C,A,Dai hoc,kha,EPU,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,A,1,24.0,25.2
3151,FSI_3151,Ron,Tinh le,Kinh,Yoga,20,Nu,Tieng anh toiec,C,B,Dai hoc,Gioi,TLU,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,B,0,8.0,8.4
3152,FSI_3152,Long,Tinh le,Kinh,xem phim,19,Nam,Tieng anh toiec,C,B,Dai hoc,Gioi,HAUI,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,A,1,22.0,23.1
3153,FSI_3153,Ron,Tinh le,Kinh,Cau ca,24,Nam,Tieng Phap,B,D,Dai hoc,kha,USTH,Tu van ban hang,4,None,Nhan vien,1.0,None,15,B,4,11.0,11.55
3154,FSI_3154,Luna,Tinh le,Kinh,Nghe nhac,19,Nam,Tieng anh toiec,A,D,Cao dang,kha,HUST,PM,0,None,Nhan vien,1.0,None,30,C,1,18.0,18.9
3155,FSI_3155,Hermione,Tinh le,Kinh,Da bong,29,Nam,Tieng Phap,C,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,2,C++,Nhan vien,1.0,None,25,D,10,8.0,8.4
3156,FSI_3156,Hermione,Ha Noi,Kinh,xem phim,18,Nam,Tieng anh toiec,C,D,Cao dang,Xuat sac,USTH,PM,0,None,Teamlead,1.5,None,30,C,1,16.5,17.325
3157,FSI_3157,Nam,Ha Noi,Kinh,Cau long,45,Nu,Tieng anh toiec,C,D,Cao dang,Gioi,TLU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,4,7.0,7.35
3158,FSI_3158,Luna,Tinh le,Thai,xem phim,41,Nu,Tieng anh toiec,C,B,Tien si,Khong xep loai,UTC,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,B,11,21.0,22.05
3159,FSI_3159,Hermione,Tinh le,Kinh,xem phim,25,Nu,Khong chung chi,A,B,Dai hoc,kha,VNU,Lap trinh vien,4,.NET,Nhan vien,1.0,None,25,B,2,15.0,15.75
3160,FSI_3160,Lan,Tinh le,Mong,Yoga,24,Nam,Tieng anh toiec,B,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,D,5,14.0,14.7
3161,FSI_3161,Harry,Ha Noi,Kinh,Yoga,28,Nam,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,ios,Nhan vien,1.0,olympic tin,25,D,2,13.0,13.65
3162,FSI_3162,Hermione,Tinh le,Cham,Nghe nhac,28,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,3,Computer vision,Nhan vien,1.0,None,25,A,9,6.0,6.3
3163,FSI_3163,Ngoc,Tinh le,Kinh,Gym,18,Nu,Tieng Nga,B,D,Dai hoc,Xuat sac,TLU,Ke toan,0,None,Nhan vien,1.0,None,15,A,1,12.0,12.6
3164,FSI_3164,Ron,Tinh le,Kinh,Cau long,21,Nam,Tieng anh toiec,A,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,2,None,Teamlead,1.5,None,25,C,2,36.0,37.8
3165,FSI_3165,Ron,Ha Noi,Kinh,Gym,44,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,20,None,Truong phong,4.0,None,25,A,2,72.0,75.6
3166,FSI_3166,Nam,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,D,B,Cao dang,Xuat sac,TLU,Ky su R&D,2,Computer vision,Nhan vien,1.0,None,25,C,1,16.0,16.8
3167,FSI_3167,Ngoc,Ha Noi,Muong,Yoga,28,Nam,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,9,None,Nhan vien,1.0,Nhan tai dat viet,30,B,9,4.0,4.2
3168,FSI_3168,Luna,Tinh le,Kinh,Cau ca,32,Nam,Tieng anh toiec,B,D,Cao dang,kha,HNUE,PM,13,None,Nhan vien,1.0,None,30,B,13,12.0,12.6
3169,FSI_3169,Lan,Tinh le,Kinh,Nghe nhac,20,Nu,Tieng anh toiec,A,C,Cao dang,Gioi,HNUE,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,C,0,4.0,4.2
3170,FSI_3170,Long,Tinh le,Kinh,Cau ca,21,Nam,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,2,14.0,14.7
3171,FSI_3171,Ngoc,Tinh le,Kinh,Gym,26,Nam,Tieng anh toiec,A,D,Thac si,Trung binh,HNUE,PM,1,None,Nhan vien,1.0,Khoa hoc sang tao,30,A,2,21.0,22.05
3172,FSI_3172,Lan,Ha Noi,Kinh,Nghe nhac,18,Nam,Tieng anh toiec,D,D,Thac si,Trung binh,EPU,PM,0,None,Nhan vien,1.0,None,30,A,1,19.0,19.95
3173,FSI_3173,Luna,Tinh le,Kinh,Gym,21,Nam,Tieng anh ielts,C,D,Dai hoc,Trung binh,EPU,PM,1,None,Teamlead,1.5,None,30,C,2,42.0,44.1
3174,FSI_3174,Nam,Tinh le,Khome,xem phim,29,Nu,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Xu ly data,1,None,Teamlead,1.5,Nhan tai dat viet,15,A,6,18.0,18.9
3175,FSI_3175,Long,Tinh le,Kinh,Cau ca,29,Nam,Khong chung chi,C,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,B,2,21.0,22.05
3176,FSI_3176,Hermione,Tinh le,Thai,Cau ca,26,Nu,Tieng anh toiec,A,A,Dai hoc,Trung binh,HUST,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,D,2,15.0,15.75
3177,FSI_3177,Lan,Tinh le,Kinh,Yoga,45,Nu,Khong chung chi,B,B,Cao dang,Trung binh,USTH,Lap trinh vien,16,Python,Nhan vien,1.0,None,25,B,0,9.0,9.45
3178,FSI_3178,Ron,Ha Noi,Kinh,Cau long,20,Nu,Tieng anh ielts,A,D,Dai hoc,Xuat sac,USTH,BA,1,None,Nhan vien,1.0,None,25,C,1,7.0,7.35
3179,FSI_3179,Harry,Tinh le,Kinh,Cau long,25,Nu,Khong chung chi,D,D,Cao dang,kha,VNU,Xu ly data,1,None,Teamlead,1.5,None,15,A,2,9.0,9.45
3180,FSI_3180,Nam,Tinh le,Kinh,Da bong,19,Nu,Tieng Trung,A,B,Dai hoc,Gioi,VNU,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,C,1,18.0,18.9
3181,FSI_3181,Hermione,Tinh le,Kinh,xem phim,49,Nu,Khong chung chi,A,D,Cao dang,kha,HNUE,Tu van ban hang,28,None,Nhan vien,1.0,None,15,B,14,7.0,7.35
3182,FSI_3182,Nam,Ha Noi,Kinh,xem phim,30,Nu,Khong chung chi,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,9,ios,Nhan vien,1.0,None,25,D,0,19.0,19.95
3183,FSI_3183,Ngoc,Tinh le,Kinh,Yoga,21,Nam,Tieng anh toiec,D,A,Dai hoc,kha,USTH,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,B,0,13.0,13.65
3184,FSI_3184,Hermione,Ha Noi,Kinh,Cau ca,35,Nam,Tieng anh toiec,B,D,Dai hoc,Trung binh,UTC,BA,4,None,Nhan vien,1.0,Oympic toan,25,A,8,14.0,14.7
3185,FSI_3185,Nam,Tinh le,Kinh,Nghe nhac,32,Nu,Khong chung chi,B,A,Cao dang,kha,VNU,Lap trinh vien,10,C++,Nhan vien,1.0,None,25,C,11,24.0,25.2
3186,FSI_3186,Ngoc,Tinh le,Kinh,Da bong,18,Nam,Tieng anh toiec,C,D,Dai hoc,Trung binh,VNU,PM,0,None,Nhan vien,1.0,None,30,D,0,6.0,6.3
3187,FSI_3187,Luna,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,C,D,Dai hoc,Gioi,HAUI,BA,2,None,Nhan vien,1.0,None,25,A,3,7.0,7.35
3188,FSI_3188,Harry,Tinh le,Kinh,Cau ca,29,Nam,Khong chung chi,C,C,Cao dang,kha,HUST,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,B,10,15.0,15.75
3189,FSI_3189,Ron,Ha Noi,Kinh,Yoga,25,Nam,Tieng Trung,A,B,Cao dang,kha,USTH,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,B,6,7.0,7.35
3190,FSI_3190,Ron,Tinh le,Kinh,Yoga,23,Nu,Khong chung chi,A,D,Dai hoc,Xuat sac,UTC,BA,2,None,Nhan vien,1.0,None,25,B,0,12.0,12.6
3191,FSI_3191,Ngoc,Tinh le,Kinh,Cau ca,35,Nam,Tieng anh toiec,A,D,Thac si,kha,HUST,PM,10,None,Nhan vien,1.0,None,30,A,0,22.0,23.1
3192,FSI_3192,Nam,Tinh le,Kinh,Nghe nhac,22,Nu,Tieng anh toiec,A,D,Cao dang,Trung binh,HUST,Tester,3,None,Nhan vien,1.0,Oympic toan,15,C,3,5.0,5.25
3193,FSI_3193,Luna,Ha Noi,Kinh,Nghe nhac,22,Nu,Khong chung chi,B,B,Dai hoc,kha,EPU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,2,23.0,24.15
3194,FSI_3194,Ron,Tinh le,Kinh,Yoga,33,Nam,Khong chung chi,C,C,Dai hoc,kha,HUST,Lap trinh vien,11,PHP,Nhan vien,1.0,None,25,A,1,24.0,25.2
3195,FSI_3195,Nam,Tinh le,Kinh,Yoga,28,Nam,Tieng Nga,C,C,Cao dang,Xuat sac,EPU,Lap trinh vien,5,PHP,Nhan vien,1.0,None,25,A,8,10.0,10.5
3196,FSI_3196,Hermione,Tinh le,Mong,Gym,25,Nam,Tieng anh toiec,D,B,Dai hoc,kha,EPU,Lap trinh vien,6,Ruby,Nhan vien,1.0,None,25,D,6,15.0,15.75
3197,FSI_3197,Harry,Tinh le,Cham,xem phim,19,Nam,Tieng anh toiec,A,C,Dai hoc,Gioi,HAUI,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,B,1,6.0,6.3
3198,FSI_3198,Nam,Tinh le,Kinh,Nghe nhac,23,Nu,Khong chung chi,D,B,Dai hoc,kha,USTH,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,D,0,5.0,5.25
3199,FSI_3199,Long,Tinh le,Kinh,Da bong,27,Nam,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,A,0,6.0,6.3
3200,FSI_3200,Harry,Tinh le,Kinh,Yoga,24,Nu,Tieng anh toiec,C,A,Cao dang,Gioi,HNUE,Lap trinh vien,5,ios,Nhan vien,1.0,None,25,C,1,12.0,12.6
3201,FSI_3201,Harry,Tinh le,Kinh,Yoga,25,Nu,Tieng anh toiec,B,B,Cao dang,Xuat sac,HUST,Ky su R&D,5,NLP,Nhan vien,1.0,None,25,C,6,13.0,13.65
3202,FSI_3202,Harry,Ha Noi,Kinh,Nghe nhac,19,Nu,Tieng anh toiec,A,B,Cao dang,Trung binh,VNU,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,B,1,21.0,22.05
3203,FSI_3203,Harry,Tinh le,Kinh,xem phim,20,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Python,Nhan vien,1.0,Nhan tai dat viet,25,D,1,16.0,16.8
3204,FSI_3204,Luna,Tinh le,Kinh,Yoga,19,Nu,Tieng Nga,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,0,5.0,5.25
3205,FSI_3205,Harry,Tinh le,Kinh,Nghe nhac,38,Nu,Tieng anh toiec,A,D,Dai hoc,Xuat sac,EPU,BA,7,None,Nhan vien,1.0,None,25,C,8,17.0,17.85
3206,FSI_3206,Harry,Tinh le,Kinh,Cau long,19,Nu,Tieng anh toiec,A,D,Dai hoc,Trung binh,USTH,Tester,0,None,Nhan vien,1.0,None,15,B,1,11.0,11.55
3207,FSI_3207,Lan,Tinh le,Kinh,Da bong,22,Nu,Tieng anh ielts,D,D,Cao dang,Xuat sac,TLU,Tester,3,None,Nhan vien,1.0,Nhan tai dat viet,15,D,2,14.0,14.7
3208,FSI_3208,Nam,Ha Noi,Kinh,Cau long,19,Nam,Khong chung chi,A,D,Dai hoc,Trung binh,TLU,BA,0,None,Teamlead,1.5,None,25,C,1,24.0,25.2
3209,FSI_3209,Luna,Ha Noi,Kinh,Cau ca,26,Nu,Tieng anh toiec,B,A,Dai hoc,Gioi,UTC,Lap trinh vien,1,Java,Nhan vien,1.0,Khoa hoc sang tao,25,B,6,19.0,19.95
3210,FSI_3210,Ron,Ha Noi,Kinh,xem phim,22,Nu,Tieng Nhat,A,D,Cao dang,Xuat sac,HUST,BA,0,None,Teamlead,1.5,None,25,D,1,13.5,14.175
3211,FSI_3211,Ngoc,Tinh le,Kinh,Cau long,24,Nam,Tieng Phap,D,C,Cao dang,Xuat sac,VNU,Lap trinh vien,5,PHP,Teamlead,1.5,None,25,D,1,13.5,14.175
3212,FSI_3212,Ngoc,Tinh le,Kinh,Nghe nhac,19,Nam,Khong chung chi,C,B,Cao dang,Xuat sac,VNU,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,A,1,11.0,11.55
3213,FSI_3213,Nam,Ha Noi,Kinh,Cau ca,34,Nam,Tieng anh ielts,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,6,Computer vision,Nhan vien,1.0,None,25,C,0,6.0,6.3
3214,FSI_3214,Long,Tinh le,Kinh,Nghe nhac,29,Nu,Khong chung chi,D,C,Dai hoc,Trung binh,TLU,Lap trinh vien,10,PHP,Nhan vien,1.0,None,25,A,3,11.0,11.55
3215,FSI_3215,Lan,Ha Noi,Kinh,Yoga,29,Nam,Khong chung chi,B,D,Dai hoc,Xuat sac,HAUI,PM,2,None,Teamlead,1.5,None,30,A,8,28.5,29.925
3216,FSI_3216,Hermione,Ha Noi,Kinh,Gym,28,Nam,Tieng anh toiec,C,D,Cao dang,Gioi,VNU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,7,5.0,5.25
3217,FSI_3217,Long,Tinh le,Kinh,Nghe nhac,20,Nam,Khong chung chi,B,B,Dai hoc,kha,HNUE,Lap trinh vien,1,Ruby,Nhan vien,1.0,None,25,D,0,9.0,9.45
3218,FSI_3218,Ngoc,Tinh le,Kinh,xem phim,18,Nu,Tieng anh toiec,B,B,Cao dang,Xuat sac,USTH,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,B,0,15.0,15.75
3219,FSI_3219,Long,Ha Noi,Kinh,Yoga,22,Nu,Tieng anh toiec,A,B,Cao dang,Gioi,HAUI,Ky su R&D,2,Data Science,Nhan vien,1.0,olympic tin,25,B,0,18.0,18.9
3220,FSI_3220,Harry,Tinh le,Kinh,xem phim,25,Nam,Tieng Trung,C,B,Dai hoc,kha,USTH,Ky su R&D,1,Tools,Teamlead,1.5,None,25,B,2,33.0,34.65
3221,FSI_3221,Lan,Tinh le,Kinh,Gym,26,Nu,Khong chung chi,C,D,Dai hoc,Xuat sac,HAUI,Tu van ban hang,2,None,Teamlead,1.5,None,15,B,7,19.5,20.475
3222,FSI_3222,Hermione,Tinh le,Kinh,xem phim,18,Nam,Tieng anh toiec,A,A,Cao dang,Trung binh,TLU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,B,1,20.0,21.0
3223,FSI_3223,Nam,Tinh le,Kinh,Cau long,19,Nam,Khong chung chi,A,A,Cao dang,Trung binh,UTC,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,D,0,13.0,13.65
3224,FSI_3224,Hermione,Tinh le,Kinh,Cau ca,34,Nam,Khong chung chi,C,D,Cao dang,Trung binh,USTH,PM,11,None,Nhan vien,1.0,None,30,D,8,17.0,17.85
3225,FSI_3225,Lan,Tinh le,Kinh,Da bong,20,Nam,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,1,12.0,12.6
3226,FSI_3226,Hermione,Tinh le,Kinh,Cau long,29,Nu,Tieng anh toiec,A,D,Cao dang,Trung binh,VNU,BA,10,None,Nhan vien,1.0,None,25,C,7,24.0,25.2
3227,FSI_3227,Ngoc,Tinh le,Kinh,xem phim,23,Nu,Khong chung chi,D,B,Cao dang,kha,UTC,Lap trinh vien,3,Android,Teamlead,1.5,None,25,A,2,12.0,12.6
3228,FSI_3228,Harry,Tinh le,Cham,Yoga,23,Nam,Khong chung chi,C,A,Dai hoc,Gioi,TLU,Lap trinh vien,2,ios,Teamlead,1.5,None,25,D,3,27.0,28.35
3229,FSI_3229,Ron,Tinh le,Kinh,Gym,22,Nam,Tieng anh toiec,C,A,Cao dang,kha,USTH,Lap trinh vien,3,ios,Nhan vien,1.0,Nhan tai dat viet,25,C,3,15.0,15.75
3230,FSI_3230,Harry,Tinh le,Kinh,Da bong,25,Nam,Tieng Trung,C,A,Cao dang,Gioi,HAUI,Lap trinh vien,4,Java,Teamlead,1.5,None,25,B,0,15.0,15.75
3231,FSI_3231,Harry,Tinh le,Dao,Cau ca,18,Nu,Tieng anh ielts,B,D,Cao dang,Gioi,USTH,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,1,5.0,5.25
3232,FSI_3232,Nam,Tinh le,Kinh,Gym,19,Nam,Tieng Trung,A,D,Dai hoc,Trung binh,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,0,8.0,8.4
3233,FSI_3233,Ron,Tinh le,Kinh,xem phim,26,Nu,Khong chung chi,A,A,Cao dang,kha,UTC,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,0,11.0,11.55
3234,FSI_3234,Long,Tinh le,Kinh,Gym,33,Nu,Tieng anh toiec,A,B,Tien si,Khong xep loai,VNU,Ky su R&D,5,Tools,Nhan vien,1.0,None,25,A,11,23.0,24.15
3235,FSI_3235,Hermione,Tinh le,Mong,Cau ca,22,Nu,Tieng anh toiec,D,B,Dai hoc,Xuat sac,HUST,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,B,2,16.0,16.8
3236,FSI_3236,Nam,Tinh le,Kinh,Gym,22,Nam,Khong chung chi,C,D,Thac si,Gioi,HNUE,Tu van ban hang,3,None,Nhan vien,1.0,None,15,B,1,15.0,15.75
3237,FSI_3237,Ngoc,Tinh le,Kinh,Cau ca,23,Nu,Tieng Trung,C,D,Cao dang,Xuat sac,TLU,BA,2,None,Nhan vien,1.0,olympic tin,25,D,0,14.0,14.7
3238,FSI_3238,Nam,Ha Noi,Kinh,Gym,19,Nam,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,C,1,7.0,7.35
3239,FSI_3239,Ron,Ha Noi,Kinh,Cau ca,35,Nu,Khong chung chi,B,D,Cao dang,kha,HAUI,BA,16,None,Nhan vien,1.0,None,25,A,5,4.0,4.2
3240,FSI_3240,Ron,Tinh le,Kinh,xem phim,26,Nu,Tieng Trung,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,.NET,Teamlead,1.5,Nhan tai dat viet,25,D,6,12.0,12.6
3241,FSI_3241,Ron,Tinh le,Kinh,Cau ca,20,Nu,Tieng anh toiec,D,D,Thac si,Trung binh,HUST,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,0,15.0,15.75
3242,FSI_3242,Harry,Tinh le,Kinh,Cau long,25,Nam,Khong chung chi,A,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,3,Ruby,Nhan vien,1.0,None,25,C,6,21.0,22.05
3243,FSI_3243,Harry,Tinh le,Hoa,Da bong,24,Nu,Khong chung chi,A,D,Cao dang,Trung binh,HUST,Xu ly data,0,None,Nhan vien,1.0,None,15,B,3,8.0,8.4
3244,FSI_3244,Ron,Tinh le,Kinh,Gym,35,Nu,Khong chung chi,B,C,Cao dang,kha,HAUI,Lap trinh vien,11,PHP,Nhan vien,1.0,None,25,A,11,23.0,24.15
3245,FSI_3245,Ngoc,Tinh le,Ede,Cau long,22,Nam,Tieng anh toiec,A,D,Cao dang,kha,VNU,BA,0,None,Nhan vien,1.0,Oympic toan,25,B,0,18.0,18.9
3246,FSI_3246,Lan,Tinh le,Kinh,Gym,39,Nu,Khong chung chi,B,B,Cao dang,Gioi,TLU,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,A,9,15.0,15.75
3247,FSI_3247,Lan,Tinh le,Kinh,Cau ca,25,Nam,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,3,Computer vision,Teamlead,1.5,None,25,D,6,36.0,37.8
3248,FSI_3248,Harry,Tinh le,Kinh,Da bong,26,Nu,Tieng anh toiec,B,A,Cao dang,Trung binh,VNU,Lap trinh vien,1,Java,Teamlead,1.5,None,25,D,2,16.5,17.325
3249,FSI_3249,Hermione,Tinh le,Kinh,Gym,25,Nam,Tieng anh toiec,A,A,Cao dang,Xuat sac,USTH,Lap trinh vien,6,ios,Teamlead,1.5,None,25,B,0,7.5,7.875
3250,FSI_3250,Long,Tinh le,Muong,Gym,35,Nu,Khong chung chi,C,D,Dai hoc,Xuat sac,HAUI,Xu ly data,2,None,Nhan vien,1.0,None,15,A,13,5.0,5.25
3251,FSI_3251,Harry,Tinh le,Kinh,Yoga,19,Nam,Tieng anh toiec,C,D,Cao dang,Trung binh,HAUI,PM,0,None,Nhan vien,1.0,None,30,D,0,5.0,5.25
3252,FSI_3252,Lan,Tinh le,Tay,Cau long,20,Nu,Khong chung chi,B,D,Cao dang,Trung binh,VNU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,0,4.0,4.2
3253,FSI_3253,Ron,Tinh le,Kinh,Nghe nhac,23,Nu,Tieng Nhat,C,D,Cao dang,Xuat sac,VNU,BA,3,None,Nhan vien,1.0,None,25,B,4,18.0,18.9
3254,FSI_3254,Ngoc,Ha Noi,Kinh,Da bong,23,Nam,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,4,Tools,Nhan vien,1.0,None,25,A,2,21.0,22.05
3255,FSI_3255,Long,Ha Noi,Kinh,Yoga,23,Nu,Tieng Nga,C,C,Cao dang,Xuat sac,HAUI,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,C,4,22.0,23.1
3256,FSI_3256,Long,Tinh le,Hoa,Cau long,21,Nam,Tieng anh toiec,D,B,Dai hoc,kha,VNU,Lap trinh vien,2,.NET,Nhan vien,1.0,None,25,B,1,11.0,11.55
3257,FSI_3257,Hermione,Tinh le,Kinh,Gym,27,Nam,Tieng anh toiec,C,B,Dai hoc,Gioi,VNU,Lap trinh vien,8,.NET,Nhan vien,1.0,None,25,A,6,23.0,24.15
3258,FSI_3258,Luna,Ha Noi,Kinh,Cau long,34,Nu,Tieng Nhat,D,D,Cao dang,Xuat sac,USTH,Ke toan,0,None,Nhan vien,1.0,None,15,A,9,8.0,8.4
3259,FSI_3259,Ngoc,Tinh le,Kinh,Cau ca,39,Nu,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,6,Ruby,Teamlead,1.5,None,25,D,8,10.5,11.025
3260,FSI_3260,Ron,Tinh le,Kinh,Cau ca,27,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,A,2,17.0,17.85
3261,FSI_3261,Harry,Ha Noi,Kinh,Gym,29,Nu,Tieng anh toiec,D,D,Dai hoc,Gioi,USTH,Tester,4,None,Teamlead,1.5,None,15,C,6,13.5,14.175
3262,FSI_3262,Luna,Tinh le,Thai,Nghe nhac,22,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,1,None,Nhan vien,1.0,None,25,A,2,24.0,25.2
3263,FSI_3263,Luna,Tinh le,Hoa,Yoga,21,Nam,Tieng anh toiec,B,B,Dai hoc,kha,HNUE,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,C,2,16.0,16.8
3264,FSI_3264,Nam,Ha Noi,Kinh,Cau ca,33,Nu,Khong chung chi,B,A,Cao dang,Gioi,HAUI,Lap trinh vien,6,C++,Nhan vien,1.0,None,25,D,3,14.0,14.7
3265,FSI_3265,Ron,Tinh le,Kinh,Da bong,33,Nu,Tieng anh ielts,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,14,Android,Nhan vien,1.0,None,25,B,12,14.0,14.7
3266,FSI_3266,Ngoc,Tinh le,Kinh,Yoga,19,Nu,Khong chung chi,C,D,Dai hoc,Trung binh,TLU,Ke toan,0,None,Nhan vien,1.0,None,15,D,0,13.0,13.65
3267,FSI_3267,Long,Tinh le,Kinh,Da bong,19,Nam,Tieng anh toiec,B,A,Cao dang,Xuat sac,USTH,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,C,0,5.0,5.25
3268,FSI_3268,Long,Tinh le,Kinh,Cau long,26,Nam,Khong chung chi,C,D,Thac si,Trung binh,VNU,Tu van ban hang,3,None,Nhan vien,1.0,None,15,A,2,15.0,15.75
3269,FSI_3269,Long,Tinh le,Kinh,Da bong,20,Nam,Tieng anh toiec,D,D,Dai hoc,Gioi,VNU,PM,0,None,Nhan vien,1.0,None,30,D,1,4.0,4.2
3270,FSI_3270,Luna,Tinh le,Kinh,xem phim,59,Nu,Khong chung chi,A,A,Dai hoc,Xuat sac,USTH,Lap trinh vien,31,ios,Nhan vien,1.0,None,25,A,11,7.0,7.35
3271,FSI_3271,Harry,Tinh le,Kinh,Cau ca,32,Nam,Khong chung chi,B,B,Cao dang,kha,UTC,Lap trinh vien,12,Android,Nhan vien,1.0,None,25,D,9,16.0,16.8
3272,FSI_3272,Ron,Tinh le,Kinh,Cau long,30,Nu,Khong chung chi,B,B,Cao dang,Gioi,HAUI,Ky su R&D,8,NLP,Nhan vien,1.0,None,25,C,8,20.0,21.0
3273,FSI_3273,Nam,Tinh le,Kinh,xem phim,29,Nu,Khong chung chi,D,B,Dai hoc,kha,HUST,Ky su R&D,8,Computer vision,Nhan vien,1.0,olympic tin,25,D,5,10.0,10.5
3274,FSI_3274,Harry,Tinh le,Kinh,Nghe nhac,28,Nu,Tieng Trung,C,B,Dai hoc,Trung binh,UTC,Lap trinh vien,1,.NET,Nhan vien,1.0,None,25,B,9,9.0,9.45
3275,FSI_3275,Lan,Tinh le,Kinh,Cau long,18,Nam,Tieng anh toiec,A,B,Dai hoc,Xuat sac,USTH,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,A,0,8.0,8.4
3276,FSI_3276,Harry,Ha Noi,Kinh,Cau ca,29,Nu,Khong chung chi,D,B,Cao dang,Gioi,USTH,Lap trinh vien,5,.NET,Nhan vien,1.0,None,25,A,5,12.0,12.6
3277,FSI_3277,Nam,Tinh le,Kinh,Da bong,27,Nu,Khong chung chi,C,D,Cao dang,kha,VNU,Tu van ban hang,3,None,Nhan vien,1.0,None,15,C,6,9.0,9.45
3278,FSI_3278,Lan,Tinh le,Kinh,Cau ca,33,Nu,Khong chung chi,C,B,Dai hoc,kha,VNU,Lap trinh vien,13,Ruby,Nhan vien,1.0,None,25,B,6,17.0,17.85
